elapsed_time,ax,ay,az,vibration
00:00:12.690,2196.0,-444.0,-18376.0,2128.08
00:00:12.722,2344.0,-360.0,-18256.0,2025.39
00:00:12.754,2216.0,-360.0,-18316.0,2069.08
00:00:12.786,2252.0,-340.0,-18452.0,2208.03
00:00:12.817,2252.0,-324.0,-18356.0,2112.46
00:00:12.849,2280.0,-436.0,-18356.0,2118.20
00:00:12.880,2220.0,-368.0,-18272.0,2026.05
00:00:12.913,2244.0,-336.0,-18316.0,2072.01
00:00:12.945,2328.0,-432.0,-18188.0,1957.47
00:00:12.977,2108.0,-412.0,-18340.0,2081.35
00:00:13.010,2228.0,-368.0,-18296.0,2050.83
00:00:13.042,2332.0,-312.0,-18352.0,2118.20
00:00:13.075,2380.0,-320.0,-18352.0,2124.45
00:00:13.108,2244.0,-308.0,-18316.0,2071.52
00:00:13.140,2252.0,-428.0,-18336.0,2094.73
00:00:13.172,2324.0,-300.0,-18408.0,2172.55
00:00:13.204,2236.0,-384.0,-18364.0,2119.61
00:00:13.237,2268.0,-340.0,-18392.0,2150.43
00:00:13.269,2408.0,-340.0,-18404.0,2179.98
00:00:13.301,2368.0,-372.0,-18432.0,2203.21
00:00:13.334,2188.0,-420.0,-18372.0,2122.60
00:00:13.366,2136.0,-392.0,-18400.0,2143.71
00:00:13.398,2232.0,-396.0,-18280.0,2036.02
00:00:13.430,2256.0,-368.0,-18436.0,2193.16
00:00:13.463,2204.0,-320.0,-18332.0,2082.79
00:00:13.495,2292.0,-408.0,-18436.0,2198.41
00:00:13.526,2180.0,-484.0,-18396.0,2147.04
00:00:13.559,2168.0,-404.0,-18388.0,2135.77
00:00:13.591,2184.0,-392.0,-18392.0,2141.37
00:00:13.623,2260.0,-364.0,-18244.0,2003.05
00:00:13.654,2288.0,-436.0,-18320.0,2083.47
00:00:13.686,2196.0,-320.0,-18292.0,2042.12
00:00:13.718,2260.0,-384.0,-18416.0,2174.13
00:00:13.750,2296.0,-440.0,-18228.0,1993.30
00:00:13.781,2356.0,-328.0,-18296.0,2065.98
00:00:13.814,2268.0,-424.0,-18324.0,2084.69
00:00:13.846,2180.0,-284.0,-18408.0,2154.81
00:00:13.878,2304.0,-360.0,-18332.0,2095.73
00:00:13.911,2284.0,-408.0,-18236.0,1999.00
00:00:13.943,2296.0,-488.0,-18352.0,2117.50
00:00:13.975,2212.0,-364.0,-18316.0,2068.68
00:00:14.007,2276.0,-376.0,-18344.0,2104.48
00:00:14.040,2316.0,-436.0,-18520.0,2285.34
00:00:14.071,2280.0,-420.0,-18388.0,2149.57
00:00:14.104,2244.0,-468.0,-18348.0,2106.64
00:00:14.136,2164.0,-568.0,-18296.0,2048.29
00:00:14.168,2296.0,-400.0,-18404.0,2166.98
00:00:14.200,2208.0,-392.0,-18308.0,2060.83
00:00:14.232,2316.0,-388.0,-18412.0,2177.15
00:00:14.265,2156.0,-292.0,-18404.0,2148.16
00:00:14.296,2228.0,-336.0,-18404.0,2157.42
00:00:14.328,2388.0,-472.0,-18264.0,2041.50
00:00:14.361,2176.0,-416.0,-18200.0,1950.34
00:00:14.393,2256.0,-340.0,-18296.0,2053.70
00:00:14.425,2268.0,-352.0,-18204.0,1964.12
00:00:14.457,2280.0,-352.0,-18324.0,2084.66
00:00:14.490,2244.0,-456.0,-18344.0,2102.37
00:00:14.522,2256.0,-376.0,-18296.0,2054.40
00:00:14.554,2348.0,-424.0,-18316.0,2086.75
00:00:14.586,2252.0,-416.0,-18396.0,2154.00
00:00:14.618,2224.0,-388.0,-18344.0,2098.40
00:00:14.650,2192.0,-340.0,-18456.0,2204.82
00:00:14.682,2240.0,-368.0,-18300.0,2056.26
00:00:14.714,2288.0,-400.0,-18328.0,2090.59
00:00:14.746,2332.0,-352.0,-18392.0,2158.59
00:00:14.778,2280.0,-328.0,-18328.0,2088.18
00:00:14.809,2216.0,-336.0,-18424.0,2175.83
00:00:14.842,2296.0,-316.0,-18312.0,2074.08
00:00:14.874,2256.0,-376.0,-18304.0,2062.34
00:00:14.906,2308.0,-464.0,-18216.0,1983.49
00:00:14.938,2344.0,-352.0,-18360.0,2128.37
00:00:14.970,2272.0,-396.0,-18368.0,2128.22
00:00:15.002,2280.0,-420.0,-18324.0,2086.08
00:00:15.035,2288.0,-380.0,-18308.0,2070.33
00:00:15.067,2316.0,-412.0,-18432.0,2197.50
00:00:15.098,2276.0,-540.0,-18324.0,2088.70
00:00:15.129,2296.0,-428.0,-18128.0,1893.83
00:00:15.162,2308.0,-404.0,-18492.0,2255.85
00:00:15.194,2308.0,-456.0,-18308.0,2074.54
00:00:15.226,2296.0,-388.0,-18500.0,2261.97
00:00:15.257,2196.0,-340.0,-18360.0,2109.99
00:00:15.290,2356.0,-452.0,-18280.0,2052.74
00:00:15.321,2284.0,-408.0,-18440.0,2201.39
00:00:15.353,2340.0,-360.0,-18288.0,2056.61
00:00:15.385,2176.0,-488.0,-18284.0,2035.49
