sample_id,session,damage_level,damage_label,RMS,Std,Kurtosis,Skewness,Peak,Crest_Factor,Shape_Factor,Energy,Natural_Freq,Spec_Centroid,Band_Low,Band_Natural,Band_High,Spec_Entropy,AR1,AR2,AR_Resid_Std,Corr_XZ,Corr_YZ
100,L0_S1,0,Healthy,36.746,36.746,0.284,0.0894,117.11,3.187,1.2728,270053.58,5.5,25.0931,0.170255,0.292673,0.536759,4.1853,-0.015329,-0.040938,36.7161,-0.0324,-0.0674
200,L0_S1,0,Healthy,35.7869,35.7869,0.1946,-0.2487,114.03,3.1864,1.2917,256139.82,9.5,24.5559,0.112733,0.42191,0.462421,4.1621,0.050719,-0.063395,35.8121,-0.0875,-0.0001
300,L0_S1,0,Healthy,36.8405,36.8405,-0.228,-0.1209,101.97,2.7679,1.2569,271443.82,47.0,24.5019,0.168279,0.331743,0.4963,4.1629,0.031181,0.029949,36.9657,0.014,0.0067
400,L0_S1,0,Healthy,38.1313,38.1313,0.1115,0.0681,115.04,3.0169,1.2737,290799.68,2.0,26.222,0.174947,0.198501,0.620426,4.17,-0.114721,0.119818,37.573,0.1892,-0.0977
500,L0_S1,0,Healthy,39.8381,39.8381,0.2009,-0.14,117.41,2.9472,1.2815,317414.38,46.0,25.8611,0.177463,0.225062,0.588606,4.1329,-0.106601,0.247002,38.1016,0.2164,-0.1113
600,L0_S1,0,Healthy,39.6055,39.6055,0.0015,-0.1814,121.75,3.0741,1.2344,313719.5,46.0,25.6304,0.155031,0.27683,0.560664,4.1085,-0.100521,0.213613,38.0214,0.1201,-0.0929
700,L0_S1,0,Healthy,36.2131,36.2131,-0.0785,-0.0943,118.91,3.2836,1.2331,262278.38,1.0,25.5927,0.205318,0.265354,0.529162,4.1616,-0.018755,0.12272,35.5654,0.1104,0.0225
800,L0_S1,0,Healthy,36.3169,36.3169,-0.2375,0.024,102.0,2.8086,1.2454,263784.0,46.5,24.937,0.175737,0.284783,0.528307,4.1539,-0.054342,0.153487,35.925,0.3098,-0.0424
900,L0_S1,0,Healthy,39.2347,39.2347,0.0061,0.0288,117.04,2.9831,1.2432,307871.68,47.0,26.3314,0.115102,0.300456,0.578329,4.1192,-0.151654,0.036271,38.5911,0.2649,-0.1784
1000,L0_S1,0,Healthy,38.0752,38.0752,0.4708,-0.1015,114.37,3.0038,1.2683,289944.62,29.0,25.2585,0.163443,0.275885,0.54356,4.2693,-0.033648,0.076407,38.1099,0.1247,-0.1324
1100,L0_S1,0,Healthy,34.9945,34.9945,0.0916,0.0581,111.79,3.1945,1.2508,244923.18,1.0,25.009,0.194021,0.297773,0.506453,4.1627,0.012766,0.102043,34.9514,0.174,-0.2244
1200,L0_S1,0,Healthy,36.7202,36.7202,0.4758,-0.254,127.71,3.4779,1.2655,269675.18,5.5,24.5116,0.133141,0.401362,0.45988,4.2347,0.028474,-0.027498,36.7473,0.2149,-0.1351
1300,L0_S1,0,Healthy,37.5685,37.5685,0.4786,-0.3262,127.09,3.3829,1.2816,282278.38,14.0,22.9621,0.156113,0.422896,0.389136,4.1685,0.134268,0.019102,37.3944,0.228,-0.0327
1400,L0_S1,0,Healthy,38.2865,38.2865,-0.0043,-0.0246,110.01,2.8733,1.2732,293171.98,46.0,24.4196,0.15109,0.400602,0.444098,4.0587,-0.005563,0.061332,37.9795,0.2049,-0.2192
1500,L0_S1,0,Healthy,41.2887,41.2887,0.0398,0.0848,132.79,3.2161,1.2666,340951.18,5.0,24.2601,0.190156,0.375807,0.428804,4.1135,0.066438,0.115925,41.0696,0.0988,-0.1389
1600,L0_S1,0,Healthy,5757.0373,5757.0373,9.1923,-1.3609,37181.46,6.4584,1.9669,6628695701.68,5.0,17.2155,0.739917,0.179099,0.077699,2.886,0.841275,-0.093212,3682.562,0.008,0.9073
1700,L0_S1,0,Healthy,6888.7576,6888.7576,3.2133,-0.7938,37122.81,5.3889,1.2976,9490996192.78,5.0,17.0655,0.823633,0.122136,0.053864,1.984,0.944764,-0.145118,3871.3826,-0.0984,0.9308
1800,L0_S1,0,Healthy,4402.7434,4402.7434,-1.0268,-0.04,9018.85,2.0485,1.1542,3876829819.5,5.0,9.5575,0.98877,0.008492,0.001744,0.7677,1.881717,-0.975955,217.2748,-0.9338,0.9963
1900,L0_S1,0,Healthy,2619.0164,2619.0164,-1.0153,-0.0404,5503.0,2.1012,1.1568,1371849400.0,5.0,6.4068,0.996123,0.001987,0.000128,0.5414,1.889571,-0.985093,91.1197,-0.9951,0.9972
2000,L0_S1,0,Healthy,1554.2272,1554.2272,-1.002,-0.0346,3251.43,2.092,1.1566,483124467.02,5.0,7.8647,0.995653,0.003141,0.000628,0.5499,1.876359,-0.973856,90.3485,-0.991,0.9958
2100,L0_S1,0,Healthy,924.972,924.972,-0.9981,-0.0337,1916.03,2.0714,1.1598,171114627.82,5.0,8.6361,0.993912,0.004023,0.001148,0.5719,1.847638,-0.943805,87.3495,-0.9799,0.9901
2200,L0_S1,0,Healthy,552.5168,552.5168,-1.028,-0.0316,1200.17,2.1722,1.1576,61054966.22,5.0,10.7917,0.98891,0.006552,0.003395,0.5254,1.763401,-0.862069,88.029,-0.9241,0.9706
2300,L0_S1,0,Healthy,338.2579,338.2579,-1.0399,0.0047,753.29,2.227,1.1548,22883679.18,5.0,13.185,0.982686,0.008778,0.008367,0.5732,1.565302,-0.671086,86.6672,-0.8186,0.9203
2400,L0_S1,0,Healthy,208.1153,208.1153,-1.0209,-0.0601,446.95,2.1476,1.1589,8662399.5,5.0,16.3798,0.964312,0.012813,0.02277,0.6912,1.184761,-0.303514,81.1858,-0.7107,0.8061
2500,L0_S1,0,Healthy,128.3135,128.3135,-0.8264,-0.1217,316.27,2.4648,1.1837,3292869.42,5.0,17.8393,0.907899,0.047484,0.044326,1.0844,0.895862,-0.047987,64.1309,-0.5025,0.6286
2600,L0_S1,0,Healthy,84.3625,84.3625,-0.9495,-0.1566,192.63,2.2834,1.1669,1423404.62,5.0,19.9952,0.833957,0.075343,0.086503,1.3698,0.727687,0.072971,51.7509,-0.3094,0.3929
2700,L0_S1,0,Healthy,65.8003,65.8003,-0.48,-0.1872,160.79,2.4436,1.2465,865935.18,5.0,21.7486,0.709895,0.131835,0.155922,2.1345,0.503943,0.202392,49.6566,-0.2043,0.1645
2800,L0_S1,0,Healthy,49.2616,49.2616,-0.357,-0.2024,123.7,2.5111,1.242,485342.0,5.0,23.6944,0.47514,0.210044,0.311416,3.1322,0.248791,0.247752,44.7461,0.0049,-0.0369
2900,L0_S1,0,Healthy,42.1356,42.1356,-0.4601,-0.1004,113.33,2.6896,1.2186,355082.22,5.0,25.1821,0.323764,0.232027,0.438971,3.7098,0.07033,0.199507,40.9296,0.188,-0.1683
3000,L0_S1,0,Healthy,1059.1489,1059.1489,165.2351,-12.5617,14336.37,13.5357,4.8832,224359288.62,3.5,23.5067,0.275068,0.268346,0.434786,4.5079,-1.292168,4.096487,550.8074,0.7869,-0.7973
3100,L0_S1,0,Healthy,5660.8286,5660.8286,1.5016,-0.1022,22697.355,4.0095,1.5727,6408996197.795,5.0,19.9334,0.824489,0.068629,0.106443,2.364,0.551194,0.267116,3628.3825,-0.6172,0.2781
3200,L0_S1,0,Healthy,6373.9395,6373.9395,-0.1362,-0.0608,22867.495,3.5877,1.1871,8125420913.995,5.0,21.26,0.886878,0.024896,0.088157,1.4232,0.724023,0.191304,2537.6127,-0.8346,0.4036
3300,L0_S1,0,Healthy,3626.7434,3626.7434,-1.0256,0.0123,7526.71,2.0753,1.1563,2630653503.18,5.0,6.1593,0.995277,0.002734,0.000109,0.7262,1.89128,-0.98553,104.0657,-0.9964,0.9967
3400,L0_S1,0,Healthy,2187.7281,2187.7281,-1.057,0.0164,4516.98,2.0647,1.1538,957230807.92,5.0,8.9098,0.992912,0.005215,0.001084,0.5341,1.879303,-0.974898,117.0027,-0.9926,0.9974
3500,L0_S1,0,Healthy,1334.2147,1334.2147,-1.0172,-0.0225,2792.05,2.0927,1.1585,356025755.5,5.0,10.6046,0.987824,0.009658,0.002332,0.5319,1.854245,-0.952271,113.9396,-0.9868,0.9953
3600,L0_S1,0,Healthy,802.3633,802.3633,-0.9904,-0.0063,1729.38,2.1554,1.1583,128757363.12,5.0,11.1197,0.987638,0.009165,0.003015,0.5629,1.83222,-0.929826,85.5585,-0.968,0.9873
3700,L0_S1,0,Healthy,484.6184,484.6184,-0.9829,-0.0501,1051.78,2.1703,1.1567,46970998.32,5.0,11.8861,0.985393,0.009753,0.004849,0.522,1.731391,-0.832227,84.2373,-0.9468,0.9613
3800,L0_S1,0,Healthy,294.9622,294.9622,-0.9783,-0.0337,664.44,2.2526,1.1577,17400545.28,5.0,14.2004,0.978819,0.009336,0.011654,0.5733,1.415873,-0.525522,88.7499,-0.896,0.8899
3900,L0_S1,0,Healthy,181.5512,181.5512,-0.9814,-0.0587,394.0,2.1702,1.159,6592168.0,5.0,17.22,0.958066,0.015799,0.02613,0.7111,1.041244,-0.160317,76.2397,-0.71,0.7678
4000,L0_S1,0,Healthy,116.0812,116.0812,-0.8145,-0.0747,287.06,2.4729,1.1863,2694967.28,5.0,18.7337,0.916069,0.027089,0.054164,1.1155,0.773382,0.07848,60.2736,-0.4486,0.6215
4100,L0_S1,0,Healthy,77.5141,77.5141,-0.7909,-0.008,178.6,2.3041,1.1897,1201688.0,5.0,21.7623,0.818341,0.057383,0.124163,1.5434,0.532624,0.250629,52.1594,-0.2679,0.3243
4200,L0_S1,0,Healthy,60.189,60.189,-0.4946,-0.0266,161.64,2.6855,1.2181,724542.08,5.0,22.174,0.640842,0.160316,0.196095,2.4702,0.451701,0.177517,48.5214,-0.1572,0.1986
4300,L0_S1,0,Healthy,49.2709,49.2709,-0.275,0.0781,124.58,2.5285,1.2483,485524.72,5.0,23.2442,0.45416,0.242554,0.298482,3.1503,0.253939,0.227551,45.2129,-0.0213,0.0703
4400,L0_S1,0,Healthy,47.6142,47.6142,-0.1248,0.1039,145.92,3.0646,1.2537,453422.72,5.0,24.6514,0.364042,0.249126,0.384421,3.5913,0.138769,0.265839,44.9858,0.0331,0.0405
4500,L0_S1,0,Healthy,1940.3117,1940.3117,15.3286,0.7824,10743.97,5.5372,3.4546,752961899.82,6.5,15.1307,0.635198,0.325038,0.03954,3.2571,1.17637,-0.350682,971.0766,-0.4818,0.7223
4600,L0_S1,0,Healthy,4012.4105,4012.4105,-0.0572,0.0564,10706.87,2.6684,1.4589,3219887668.62,5.0,11.9157,0.939116,0.053292,0.007221,1.621,1.537652,-0.654189,1134.7763,-0.6913,0.9204
4700,L0_S1,0,Healthy,4113.2764,4113.2764,-0.9968,-0.0371,9093.64,2.2108,1.1594,3383808486.08,5.0,11.1161,0.984746,0.011809,0.003268,0.7505,1.863803,-0.956801,312.2528,-0.9009,0.9945
4800,L0_S1,0,Healthy,2499.6329,2499.6329,-0.9896,-0.0571,5306.31,2.1228,1.1601,1249632904.78,5.0,10.6089,0.986698,0.010723,0.002481,0.6644,1.884959,-0.980106,105.2786,-0.992,0.9971
4900,L0_S1,0,Healthy,1501.2746,1501.2746,-1.011,-0.051,3123.69,2.0807,1.1572,450765064.78,5.0,8.91,0.992709,0.00565,0.001004,0.514,1.867245,-0.963713,108.8314,-0.9867,0.9957
5000,L0_S1,0,Healthy,891.5131,891.5131,-1.0155,-0.037,1907.08,2.1391,1.1532,158959110.72,5.0,8.8677,0.993264,0.00414,0.001257,0.5103,1.826471,-0.92494,99.5048,-0.9779,0.9911
5100,L0_S1,0,Healthy,528.7837,528.7837,-1.0004,-0.0394,1172.93,2.2182,1.1558,55922431.02,5.0,10.0762,0.993159,0.003409,0.003008,0.5129,1.745229,-0.844031,88.1334,-0.9369,0.9688
5200,L0_S1,0,Healthy,316.3663,316.3663,-1.0085,-0.0444,711.12,2.2478,1.1576,20017525.12,5.0,12.5271,0.984878,0.005415,0.008002,0.5444,1.530264,-0.634002,84.2759,-0.8643,0.9092
5300,L0_S1,0,Healthy,197.2348,197.2348,-1.0634,-0.048,431.15,2.186,1.154,7780315.5,5.0,14.9013,0.965122,0.018048,0.016504,0.6492,1.238216,-0.348076,73.4473,-0.7382,0.8009
5400,L0_S1,0,Healthy,127.6756,127.6756,-0.9254,-0.0195,272.44,2.1338,1.1673,3260209.28,5.0,17.3664,0.922673,0.03486,0.040778,1.0791,0.935311,-0.070537,62.4164,-0.5785,0.6795
5500,L0_S1,0,Healthy,86.0341,86.0341,-0.9995,0.0324,200.46,2.33,1.1684,1480373.68,5.0,19.5982,0.81567,0.089459,0.091566,1.6467,0.699221,0.090382,55.0839,-0.3986,0.5736
5600,L0_S1,0,Healthy,63.8563,63.8563,-0.5856,0.206,161.61,2.5308,1.2081,815525.58,5.0,22.4908,0.697187,0.120932,0.180576,2.3291,0.450454,0.258718,49.0067,-0.1392,0.3011
5700,L0_S1,0,Healthy,51.3624,51.3624,-0.4229,0.2884,146.53,2.8529,1.2167,527619.82,5.0,23.0665,0.521033,0.173887,0.297106,3.1126,0.264361,0.305934,45.0227,-0.0449,0.0542
5800,L0_S1,0,Healthy,46.9404,46.9404,-0.4241,0.0188,115.49,2.4604,1.2114,440679.98,5.0,22.4559,0.397325,0.302674,0.29418,3.6686,0.303043,0.141592,43.5564,-0.029,0.0439
5900,L0_S1,0,Healthy,40.6096,40.6096,-0.2958,-0.0242,107.95,2.6582,1.2243,329827.5,5.0,23.3548,0.226241,0.332244,0.396083,4.0464,0.173475,0.112268,39.6515,0.085,-0.0475
6000,L0_S1,0,Healthy,4169.0927,4169.0927,69.1357,-6.0312,43905.16,10.5311,5.0238,3476266856.88,49.0,29.9149,0.049671,0.16649,0.780156,4.0523,-0.451156,0.154552,3528.0141,0.7744,-0.7266
6100,L0_S1,0,Healthy,7203.1717,7203.1717,6.5851,-1.0984,43754.465,6.0743,1.6204,10377136387.755,5.0,24.0399,0.6546,0.066533,0.277043,2.8562,0.158591,0.613169,5254.0567,0.2859,-0.1647
6200,L0_S1,0,Healthy,6852.9757,6852.9757,-0.8317,0.0357,18078.725,2.6381,1.1723,9392655161.875,5.0,15.3102,0.966998,0.008822,0.023198,0.9793,1.170393,-0.259009,2410.1659,-0.5095,0.6674
6300,L0_S1,0,Healthy,4114.6233,4114.6233,-0.9761,0.0478,8915.91,2.1669,1.1612,3386024898.38,5.0,11.1785,0.983922,0.012768,0.003269,0.7539,1.889335,-0.982826,141.1332,-0.9893,0.9961
6400,L0_S1,0,Healthy,2471.5557,2471.5557,-0.9905,0.0467,5212.43,2.109,1.1611,1221717551.02,5.0,9.7155,0.99133,0.006737,0.001535,0.5448,1.878825,-0.974447,131.8521,-0.99,0.997
6500,L0_S1,0,Healthy,1468.7448,1468.7448,-0.9934,0.0308,3038.84,2.069,1.1608,431442250.88,5.0,8.3436,0.993448,0.00453,0.000793,0.5302,1.86055,-0.958306,113.0103,-0.9879,0.9947
6600,L0_S1,0,Healthy,869.7329,869.7329,-0.9727,0.0253,1809.75,2.0808,1.1637,151287063.5,5.0,8.8481,0.993992,0.003441,0.001279,0.5526,1.832152,-0.928733,92.5563,-0.9776,0.9844
6700,L0_S1,0,Healthy,517.3479,517.3479,-1.0217,0.0365,1160.92,2.244,1.1585,53529774.72,5.0,10.2373,0.993296,0.003934,0.00253,0.4778,1.743301,-0.841824,86.7743,-0.9438,0.966
6800,L0_S1,0,Healthy,321.4276,321.4276,-1.03,0.0542,708.73,2.2049,1.1561,20663137.42,5.0,12.0916,0.98706,0.004779,0.005834,0.516,1.59176,-0.692854,77.6942,-0.8451,0.9149
6900,L0_S1,0,Healthy,198.1591,198.1591,-0.9621,0.0111,451.34,2.2777,1.1505,7853408.88,5.0,14.909,0.971023,0.011019,0.016836,0.701,1.304342,-0.416609,70.34,-0.6694,0.7839
7000,L0_S1,0,Healthy,124.782,124.782,-1.0178,-0.0444,264.88,2.1227,1.1537,3114109.12,5.0,18.0773,0.921901,0.033044,0.044874,1.0088,0.937386,-0.079626,62.0135,-0.4603,0.65
7100,L0_S1,0,Healthy,81.171,81.171,-0.6934,0.0968,178.68,2.2013,1.2104,1317747.52,5.0,19.4726,0.837803,0.078128,0.081784,1.5999,0.718676,0.089289,49.9293,-0.2688,0.5428
7200,L0_S1,0,Healthy,54.8659,54.8659,-0.2307,0.1076,154.33,2.8129,1.2287,602054.22,5.0,21.2802,0.646618,0.177307,0.174691,2.5355,0.516352,0.142674,43.5049,-0.0884,0.3429
7300,L0_S1,0,Healthy,43.2575,43.2575,-0.4404,0.0673,112.48,2.6002,1.2361,374241.92,5.0,22.5565,0.461587,0.234403,0.295504,3.4106,0.347129,0.109276,39.7298,0.014,0.0852
7400,L0_S1,0,Healthy,38.2957,38.2957,0.0878,-0.0173,129.96,3.3936,1.2664,293311.68,5.0,23.3515,0.376858,0.268051,0.353316,3.8036,0.233501,0.117385,36.7336,-0.0945,0.0852
7500,L0_S1,0,Healthy,39.2943,39.2943,0.2015,0.0031,131.69,3.3514,1.2714,308808.78,5.0,24.8108,0.251501,0.29212,0.451054,4.1153,0.053255,0.141939,38.9731,0.0172,0.0102
7600,L0_S1,0,Healthy,6662.5342,6662.5342,12.8184,-1.5225,47599.5,7.1444,2.0181,8877872394.0,5.0,23.6681,0.641984,0.087545,0.26887,3.1155,0.195655,0.545797,5089.5381,0.0887,0.0904
7700,L0_S1,0,Healthy,7938.6982,7938.6982,5.1267,-0.9089,47581.96,5.9937,1.3252,12604585723.68,5.0,23.3425,0.755125,0.055906,0.188524,2.2232,0.277566,0.523113,5529.6982,-0.0534,0.2361
7800,L0_S1,0,Healthy,5041.0434,5041.0434,-1.0041,-0.0607,10590.71,2.1009,1.1568,5082423783.18,5.0,10.9389,0.983905,0.012888,0.003041,0.7857,1.891661,-0.985171,153.7762,-0.9788,0.9958
7900,L0_S1,0,Healthy,3021.517,3021.517,-1.0039,-0.0531,6413.3,2.1225,1.1568,1825912998.0,5.0,8.4364,0.993207,0.004756,0.000779,0.567,1.884702,-0.980201,123.2834,-0.9944,0.9972
8000,L0_S1,0,Healthy,1788.2124,1788.2124,-0.999,-0.0426,3758.85,2.102,1.1586,639540707.5,5.0,7.357,0.996731,0.002178,0.000406,0.5382,1.871898,-0.968919,116.9411,-0.9906,0.9966
8100,L0_S1,0,Healthy,1064.7041,1064.7041,-0.9807,-0.0224,2209.19,2.0749,1.1607,226718960.78,5.0,7.4564,0.995988,0.001926,0.000618,0.5601,1.85837,-0.954418,89.4903,-0.9783,0.992
8200,L0_S1,0,Healthy,630.0577,630.0577,-1.0427,-0.0493,1270.47,2.0164,1.1542,79394543.82,5.0,9.5787,0.992932,0.004094,0.001926,0.4904,1.799586,-0.897496,84.4822,-0.944,0.9801
8300,L0_S1,0,Healthy,385.8163,385.8163,-1.0672,-0.0533,843.31,2.1858,1.1567,29770844.78,5.0,12.3869,0.987691,0.006699,0.005553,0.5224,1.623616,-0.725844,90.3684,-0.8651,0.9326
8400,L0_S1,0,Healthy,238.3667,238.3667,-1.0482,-0.0629,529.13,2.2198,1.1555,11363732.62,5.0,14.7846,0.972747,0.010458,0.014127,0.6156,1.369448,-0.479968,79.1927,-0.7398,0.8446
8500,L0_S1,0,Healthy,152.6716,152.6716,-1.0561,0.0107,321.18,2.1037,1.1498,4661721.52,5.0,16.8803,0.94589,0.024926,0.027901,0.8542,1.033044,-0.157772,68.3985,-0.534,0.7032
8600,L0_S1,0,Healthy,99.0728,99.0728,-0.9742,0.0609,217.32,2.1935,1.1485,1963083.52,5.0,20.0162,0.874193,0.05352,0.068439,1.2755,0.704414,0.135193,57.2543,-0.3187,0.4583
8700,L0_S1,0,Healthy,66.9503,66.9503,-0.7072,0.091,168.77,2.5208,1.1951,896469.42,5.0,21.3531,0.798336,0.067453,0.13155,1.771,0.532107,0.247941,45.7808,-0.2152,0.2806
8800,L0_S1,0,Healthy,51.0558,51.0558,-0.2679,0.1608,131.47,2.575,1.2524,521339.82,5.0,23.6117,0.594525,0.119458,0.282967,2.8264,0.280607,0.359078,42.7565,-0.0558,-0.0287
8900,L0_S1,0,Healthy,44.5839,44.5839,-0.2455,0.266,111.34,2.4973,1.259,397544.88,5.0,24.0688,0.363221,0.241632,0.394674,3.8159,0.170718,0.211674,42.5639,0.0542,-0.07
9000,L0_S1,0,Healthy,109.228,109.228,39.298,2.1988,920.3,8.4255,2.2794,2386150.0,49.0,32.2205,0.065971,0.101174,0.832557,3.9255,-0.540003,0.305487,80.8954,0.1881,-0.8558
9100,L0_S1,0,Healthy,7584.794,7584.794,7.026,-1.0248,47357.165,6.2437,1.642,11505819937.555,5.0,24.6415,0.647804,0.062717,0.289121,2.8346,0.1437,0.643561,5396.886,-0.504,0.2036
9200,L0_S1,0,Healthy,8505.2931,8505.2931,3.4993,-0.7196,47418.995,5.5752,1.2333,14468001978.995,5.0,24.5747,0.73924,0.04097,0.218978,2.0475,0.348005,0.541043,4171.0544,-0.5457,0.2646
9300,L0_S1,0,Healthy,4498.1155,4498.1155,-1.0333,0.0022,9321.89,2.0724,1.1573,4046608649.58,5.0,9.1265,0.990254,0.007245,0.001363,0.7547,1.892019,-0.986318,115.9812,-0.995,0.9958
9400,L0_S1,0,Healthy,2726.9082,2726.9082,-0.9967,-0.0403,5896.74,2.1624,1.1604,1487205642.48,5.0,10.6179,0.989016,0.008848,0.002123,0.5439,1.883598,-0.979208,120.4931,-0.9917,0.9971
9500,L0_S1,0,Healthy,1645.3273,1645.3273,-0.9674,-0.0504,3510.38,2.1335,1.1613,541420379.12,5.0,10.2163,0.990491,0.007322,0.002037,0.5527,1.870743,-0.96789,106.1817,-0.9923,0.9956
9600,L0_S1,0,Healthy,983.7301,983.7301,-0.9538,-0.0546,2138.61,2.174,1.1618,193544993.58,5.0,10.3219,0.989038,0.008558,0.002193,0.5598,1.847642,-0.945134,88.3565,-0.9838,0.99
9700,L0_S1,0,Healthy,585.3135,585.3135,-1.0565,-0.052,1215.86,2.0773,1.1534,68518388.08,5.0,10.9176,0.990848,0.006268,0.002712,0.4744,1.770775,-0.869924,86.7468,-0.9545,0.9737
9800,L0_S1,0,Healthy,358.6361,358.6361,-1.0201,-0.0652,737.49,2.0564,1.1626,25723975.98,5.0,12.188,0.98601,0.00687,0.006101,0.5279,1.594705,-0.696668,85.0352,-0.8778,0.9207
9900,L0_S1,0,Healthy,220.824,220.824,-0.9633,-0.0624,506.85,2.2953,1.1596,9752651.5,5.0,13.9334,0.977936,0.009518,0.011694,0.5891,1.405531,-0.514535,69.7408,-0.7558,0.8421
10000,L0_S1,0,Healthy,140.989,140.989,-0.9285,0.0252,335.41,2.379,1.1705,3975582.38,5.0,17.0177,0.940425,0.024842,0.033441,0.9122,0.983322,-0.1124,64.679,-0.501,0.675
10100,L0_S1,0,Healthy,92.2386,92.2386,-0.9646,-0.0097,208.28,2.2581,1.1684,1701592.32,5.0,21.0867,0.888877,0.02938,0.081279,1.086,0.603747,0.241593,53.2391,-0.319,0.4118
10200,L0_S1,0,Healthy,66.5472,66.5472,-0.6547,-0.0675,167.84,2.5221,1.2145,885706.88,5.0,20.7323,0.778435,0.07963,0.131216,1.9709,0.579765,0.190678,44.7892,-0.2651,0.3548
10300,L0_S1,0,Healthy,49.2345,49.2345,0.1176,-0.1783,147.6,2.9979,1.2755,484808.0,5.0,22.8779,0.523535,0.193325,0.282546,3.2603,0.301794,0.235835,44.1418,0.0531,0.0657
10400,L0_S1,0,Healthy,40.6032,40.6032,0.1236,-0.1826,116.63,2.8724,1.2614,329724.62,5.0,24.665,0.307635,0.19784,0.4863,3.9237,0.029858,0.234064,39.5973,0.1372,-0.1325
10500,L0_S1,0,Healthy,39.6363,39.6363,0.1379,-0.1258,110.15,2.779,1.2898,314207.5,46.5,24.1257,0.223251,0.307897,0.456055,4.1032,0.079053,0.257536,37.9716,0.1085,-0.0644
10600,L0_S1,0,Healthy,6247.8195,6247.8195,1.9334,-0.1816,26510.105,4.2431,1.6783,7807049656.795,5.0,22.4343,0.793711,0.024742,0.179485,2.4127,0.221491,0.638131,3848.8348,-0.4977,0.0369
10700,L0_S1,0,Healthy,7290.1342,7290.1342,-0.1159,-0.1045,26412.585,3.6231,1.2036,10629211330.555,5.0,22.8048,0.849634,0.018447,0.131845,1.5708,0.29946,0.573518,4299.0169,-0.5447,0.1721
10800,L0_S1,0,Healthy,4369.8939,4369.8939,-1.0208,-0.0358,9227.29,2.1116,1.1551,3819194487.18,5.0,6.5973,0.9958,0.002352,0.000179,0.6066,1.88608,-0.980868,181.2828,-0.9882,0.9957
10900,L0_S1,0,Healthy,2600.953,2600.953,-1.0349,-0.0358,5382.18,2.0693,1.1553,1352991281.52,5.0,8.4977,0.994111,0.004192,0.000848,0.5386,1.872946,-0.969714,163.5774,-0.9941,0.9965
11000,L0_S1,0,Healthy,1546.7376,1546.7376,-1.0235,-0.025,3173.76,2.0519,1.1564,478479452.48,5.0,8.5403,0.993503,0.004777,0.000838,0.5715,1.87464,-0.970679,101.2457,-0.9902,0.9947
11100,L0_S1,0,Healthy,925.7674,925.7674,-1.0068,-0.0193,1896.69,2.0488,1.157,171409068.78,5.0,10.3263,0.989629,0.007916,0.002144,0.5197,1.840779,-0.937355,93.3116,-0.9782,0.9868
11200,L0_S1,0,Healthy,554.6698,554.6698,-0.9958,0.0212,1147.24,2.0683,1.1594,61531716.48,5.0,11.8216,0.986328,0.009529,0.004096,0.5054,1.768499,-0.8699,84.8617,-0.9456,0.9666
11300,L0_S1,0,Healthy,334.572,334.572,-1.0305,-0.0242,729.8,2.1813,1.1571,22387688.0,5.0,13.2553,0.979935,0.012339,0.007678,0.5496,1.562219,-0.668883,84.6855,-0.8259,0.9098
11400,L0_S1,0,Healthy,210.3225,210.3225,-1.03,0.0134,487.86,2.3196,1.1512,8847108.08,5.0,15.2148,0.960656,0.021711,0.016667,0.73,1.287179,-0.409765,74.3737,-0.6455,0.8099
11500,L0_S1,0,Healthy,134.1058,134.1058,-0.9275,-0.0909,321.25,2.3955,1.1611,3596875.5,5.0,17.6772,0.925224,0.031521,0.041284,0.9794,0.953337,-0.088315,63.392,-0.4249,0.6165
11600,L0_S1,0,Healthy,86.1807,86.1807,-0.6535,0.0137,216.96,2.5175,1.192,1485423.68,5.0,19.1606,0.844353,0.068352,0.082672,1.5287,0.710359,0.085579,51.5739,-0.2356,0.4597
11700,L0_S1,0,Healthy,59.596,59.596,-0.3777,-0.0535,154.95,2.6,1.2167,710335.5,5.0,22.1567,0.646317,0.148463,0.188052,2.5296,0.442729,0.236149,46.4922,-0.068,0.3363
11800,L0_S1,0,Healthy,46.7177,46.7177,0.1667,0.0759,141.11,3.0205,1.2635,436509.58,5.0,24.3497,0.451484,0.200123,0.338111,3.3224,0.187061,0.340847,41.8786,-0.0136,0.1331
11900,L0_S1,0,Healthy,41.5928,41.5928,0.0441,0.007,121.8063,2.9285,1.2611,345992.1453,5.0,25.2132,0.304194,0.22269,0.450124,3.7629,0.054582,0.313197,39.1694,0.0707,0.0383
12000,L0_S2,0,Healthy,40.4185,40.4185,-0.2985,-0.1738,113.3637,2.8047,1.2441,326730.7137,0.5,23.922,0.201571,0.269106,0.435406,4.0665,0.101763,0.163563,39.7066,0.0583,-0.2227
12100,L0_S2,0,Healthy,38.4086,38.4086,-0.0772,-0.1745,120.76,3.1441,1.2611,295044.48,1.0,24.4989,0.233497,0.233375,0.518919,4.1698,0.017885,0.105488,38.188,0.1949,-0.1701
12200,L0_S2,0,Healthy,37.4726,37.4726,-0.0728,0.0799,116.71,3.1145,1.2483,280839.18,46.5,25.0626,0.215296,0.219931,0.533259,4.1979,-0.031355,0.206169,36.7144,0.1458,-0.1538
