sample_id,session,damage_level,damage_label,RMS,Std,Kurtosis,Skewness,Peak,Crest_Factor,Shape_Factor,Energy,Natural_Freq,Spec_Centroid,Band_Low,Band_Natural,Band_High,Spec_Entropy,AR1,AR2,AR_Resid_Std,Corr_XZ,Corr_YZ
110900,L3_S1,3,Severe Damage,41.5628,41.5628,-0.0244,-0.163,127.88,3.0768,1.251,345493.12,5.0,22.1323,0.444055,0.26854,0.271555,3.5184,0.328036,0.169246,37.6217,-0.0041,-0.0006
111000,L3_S1,3,Severe Damage,3123.9328,3123.9328,31.3873,-1.289,25669.265,8.217,3.8857,1951791284.955,7.0,20.5406,0.407199,0.383222,0.207917,4.0669,0.509698,0.046698,2700.3228,0.1446,-0.1969
111100,L3_S1,3,Severe Damage,6041.8904,6041.8904,1.2684,-0.2596,25697.335,4.2532,1.5036,7300888012.555,5.0,17.6864,0.864192,0.076288,0.059003,2.0786,0.839096,-0.01088,3390.5709,-0.1266,0.4961
111200,L3_S1,3,Severe Damage,6111.7693,6111.7693,-1.0202,-0.0505,14479.75,2.3692,1.1526,7470744759.5,5.0,12.0398,0.975411,0.016694,0.00787,0.9578,1.560978,-0.66389,1469.9059,-0.3298,0.991
111300,L3_S1,3,Severe Damage,3803.5796,3803.5796,-1.0535,-0.0348,7854.07,2.0649,1.1527,2893443539.02,5.0,9.6881,0.989113,0.008348,0.001725,0.7447,1.887603,-0.981456,160.0509,-0.9774,0.9973
111400,L3_S1,3,Severe Damage,2294.9822,2294.9822,-1.0164,-0.0193,4799.96,2.0915,1.1577,1053388679.68,5.0,7.2935,0.995473,0.003167,0.000358,0.5633,1.874634,-0.970087,134.4604,-0.9927,0.9956
111500,L3_S1,3,Severe Damage,1373.3775,1373.3775,-0.983,-0.0228,2877.77,2.0954,1.1601,377233145.42,5.0,7.5256,0.995268,0.002398,0.000618,0.611,1.859634,-0.955031,116.1132,-0.9847,0.9934
111600,L3_S1,3,Severe Damage,824.8141,824.8141,-1.0659,-0.0323,1763.17,2.1377,1.1515,136063650.22,5.0,9.248,0.993975,0.003988,0.001389,0.4802,1.83909,-0.936829,86.2628,-0.977,0.9881
111700,L3_S1,3,Severe Damage,518.8208,518.8208,-1.1104,-0.0489,1052.55,2.0287,1.1476,53835007.5,5.0,11.3389,0.989565,0.006211,0.003748,0.4708,1.764154,-0.862964,81.725,-0.9061,0.9624
111800,L3_S1,3,Severe Damage,327.4688,327.4688,-1.0404,-0.024,704.37,2.151,1.1476,21447160.62,5.0,13.2641,0.983553,0.008685,0.007462,0.5157,1.601264,-0.703559,78.483,-0.779,0.9058
111900,L3_S1,3,Severe Damage,205.5303,205.5303,-1.0651,-0.0148,454.54,2.2115,1.1506,8448541.68,5.0,15.4681,0.964039,0.018678,0.017182,0.6728,1.351803,-0.469785,70.1148,-0.7221,0.824
112000,L3_S1,3,Severe Damage,135.2991,135.2991,-0.8989,0.0191,314.15,2.3219,1.1817,3661167.5,5.0,17.6076,0.907911,0.05031,0.040137,1.0182,0.972394,-0.120657,65.8934,-0.531,0.6854
112100,L3_S1,3,Severe Damage,91.4676,91.4676,-0.7208,-0.1827,203.05,2.2199,1.2134,1673263.5,5.0,19.3643,0.843445,0.072916,0.075858,1.5286,0.70299,0.107706,55.0056,-0.408,0.4483
112200,L3_S1,3,Severe Damage,62.6097,62.6097,-0.4408,0.0248,162.21,2.5908,1.2254,783995.18,5.0,20.7758,0.734166,0.107644,0.154924,2.1746,0.508083,0.229552,45.5272,-0.1914,0.3277
112300,L3_S1,3,Severe Damage,47.7845,47.7845,-0.3423,0.1863,131.05,2.7425,1.232,456671.5,5.0,22.8151,0.548442,0.179827,0.267863,2.8931,0.310596,0.304508,40.8789,-0.1204,0.2486
112400,L3_S1,3,Severe Damage,44.3769,44.3769,-0.0676,-0.0193,130.27,2.9355,1.258,393861.42,5.0,23.9714,0.407658,0.194524,0.386493,3.747,0.141684,0.363502,40.3233,-0.0245,0.1452
112500,L3_S1,3,Severe Damage,2873.0655,2873.0655,24.6742,-0.0643,20691.455,7.2019,3.7306,1650901057.595,6.5,20.3851,0.392951,0.346342,0.25857,4.1235,0.484866,-0.019313,2562.4295,0.0901,0.0067
112600,L3_S1,3,Severe Damage,5272.2246,5272.2246,1.105,-0.0904,20738.365,3.9335,1.5,5559270482.355,5.0,18.2592,0.839862,0.078368,0.081583,2.2046,0.804968,-0.003077,3168.4917,-0.1429,0.5224
112700,L3_S1,3,Severe Damage,5221.2794,5221.2794,-1.0151,-0.0503,11859.28,2.2713,1.1553,5452351752.32,5.0,12.2892,0.975287,0.015796,0.008785,0.9355,1.541894,-0.644158,1311.4344,-0.3561,0.9926
112800,L3_S1,3,Severe Damage,3239.6643,3239.6643,-1.0262,-0.0618,6811.08,2.1024,1.155,2099084910.72,5.0,10.1272,0.988821,0.00875,0.002093,0.6958,1.884776,-0.978801,152.7248,-0.9685,0.9971
112900,L3_S1,3,Severe Damage,1941.6021,1941.6021,-1.0003,-0.0399,4066.85,2.0946,1.1573,753963739.5,5.0,7.9673,0.993996,0.003469,0.000718,0.5626,1.869427,-0.964932,130.8153,-0.9921,0.995
113000,L3_S1,3,Severe Damage,1151.9873,1151.9873,-0.9949,-0.0203,2494.41,2.1653,1.1579,265414930.38,5.0,7.9717,0.995286,0.002472,0.000794,0.5748,1.845506,-0.941171,109.0968,-0.9813,0.9898
113100,L3_S1,3,Severe Damage,691.4273,691.4273,-1.077,-0.0357,1426.65,2.0633,1.1483,95614351.5,5.0,9.0644,0.994571,0.002576,0.001664,0.4787,1.813439,-0.910583,86.4726,-0.9627,0.9822
113200,L3_S1,3,Severe Damage,432.4005,432.4005,-1.113,-0.0345,891.12,2.0609,1.1436,37394045.12,5.0,11.4576,0.990854,0.004145,0.004658,0.4509,1.699502,-0.800202,85.1452,-0.9295,0.9613
113300,L3_S1,3,Severe Damage,276.0734,276.0734,-1.074,-0.0463,583.45,2.1134,1.1499,15243303.5,5.0,14.0759,0.980795,0.008471,0.01037,0.5126,1.462611,-0.569466,82.1964,-0.8677,0.9063
113400,L3_S1,3,Severe Damage,174.0943,174.0943,-0.9179,-0.0476,394.41,2.2655,1.1663,6061762.38,5.0,15.802,0.958257,0.020516,0.02037,0.7327,1.217135,-0.335891,67.1601,-0.6828,0.8191
113500,L3_S1,3,Severe Damage,113.2681,113.2681,-0.9036,0.1374,332.45,2.9351,1.1547,2565931.5,5.0,18.9224,0.930453,0.025236,0.044047,0.7999,0.93407,-0.071555,55.3974,-0.4711,0.6183
113600,L3_S1,3,Severe Damage,83.6615,83.6615,-0.7116,0.0434,212.31,2.5377,1.1968,1399848.78,5.0,19.3238,0.8564,0.062412,0.076621,1.3644,0.728022,0.097048,49.4045,-0.3648,0.2785
113700,L3_S1,3,Severe Damage,61.0476,61.0476,-0.4095,0.1498,153.26,2.5105,1.2344,745362.48,5.0,20.8553,0.672924,0.156043,0.160645,2.4692,0.535056,0.163521,46.113,-0.1067,0.1584
113800,L3_S1,3,Severe Damage,48.1343,48.1343,-0.0842,0.2067,161.5,3.3552,1.2393,463382.0,5.0,23.4271,0.414098,0.261246,0.323133,3.5315,0.214985,0.260159,44.0836,0.0684,0.1726
113900,L3_S1,3,Severe Damage,39.4223,39.4223,0.5132,0.3955,158.65,4.0244,1.2644,310823.5,5.0,24.8858,0.248834,0.263886,0.474629,4.0352,0.049326,0.19775,38.07,0.1621,0.0392
114000,L3_S1,3,Severe Damage,5296.9379,5296.9379,32.801,-3.1041,47423.815,8.9531,2.7242,5611510256.155,5.5,24.9367,0.425461,0.140963,0.431223,3.9274,0.085668,0.473228,4657.9743,-0.4208,-0.4945
114100,L3_S1,3,Severe Damage,6804.3604,6804.3604,10.7374,-1.4408,47524.595,6.9844,1.5128,9259864072.195,5.0,24.2003,0.658014,0.080326,0.261203,2.8124,0.233611,0.50424,5230.6712,-0.5329,-0.1981
114200,L3_S1,3,Severe Damage,5032.5245,5032.5245,-1.0737,-0.0016,10186.46,2.0241,1.1519,5065260485.68,5.0,8.1341,0.991185,0.006061,0.00083,0.8906,1.891461,-0.984999,163.6547,-0.9873,0.995
114300,L3_S1,3,Severe Damage,3135.8465,3135.8465,-1.0195,-0.0182,6675.16,2.1287,1.1592,1966706658.88,5.0,10.6481,0.987479,0.009778,0.002535,0.667,1.882326,-0.976625,153.9578,-0.9958,0.9965
114400,L3_S1,3,Severe Damage,1907.4623,1907.4623,-0.949,-0.0504,3988.34,2.0909,1.1657,727682456.88,5.0,10.4769,0.988887,0.008588,0.002333,0.5789,1.864812,-0.960681,141.4571,-0.9911,0.9945
114500,L3_S1,3,Severe Damage,1129.9527,1129.9527,-0.9843,-0.0613,2379.99,2.1063,1.1611,255358611.98,5.0,10.1657,0.989237,0.008098,0.002238,0.5793,1.84445,-0.940655,107.7831,-0.9786,0.9905
114600,L3_S1,3,Severe Damage,681.0157,681.0157,-1.0625,-0.0572,1405.88,2.0644,1.1521,92756485.12,5.0,9.0666,0.993623,0.004101,0.001371,0.4673,1.832629,-0.930758,71.6699,-0.9704,0.9855
114700,L3_S1,3,Severe Damage,424.8777,424.8777,-1.1589,-0.0331,830.8,1.9554,1.1436,36104208.0,5.0,11.0176,0.99251,0.003954,0.00316,0.4374,1.724423,-0.823843,76.3867,-0.9375,0.9617
114800,L3_S1,3,Severe Damage,270.8224,270.8224,-1.088,-0.0322,557.37,2.0581,1.1526,14668956.62,5.0,13.8467,0.981873,0.007883,0.009279,0.5377,1.477358,-0.58322,78.5865,-0.8484,0.9048
114900,L3_S1,3,Severe Damage,171.8252,171.8252,-1.0906,-0.0896,371.78,2.1637,1.1561,5904782.32,5.0,15.8302,0.958079,0.017585,0.022867,0.7231,1.201354,-0.322049,67.8399,-0.6331,0.8013
115000,L3_S1,3,Severe Damage,116.1943,116.1943,-1.0873,0.0245,256.77,2.2098,1.1685,2700221.42,5.0,18.1572,0.909316,0.037486,0.050434,1.0166,0.924666,-0.073961,58.0727,-0.4543,0.6172
115100,L3_S1,3,Severe Damage,81.4816,81.4816,-0.5859,-0.0564,256.32,3.1457,1.2075,1327851.52,5.0,19.4437,0.826902,0.086137,0.086518,1.6717,0.723675,0.089256,49.4347,-0.3768,0.4418
115200,L3_S1,3,Severe Damage,58.1484,58.1484,-0.5631,-0.0581,143.57,2.469,1.2155,676247.02,5.0,20.8894,0.671839,0.156633,0.168961,2.4556,0.509721,0.189075,44.3244,-0.2696,0.3499
115300,L3_S1,3,Severe Damage,48.387,48.387,-0.3309,-0.2022,134.32,2.776,1.2262,468259.52,5.0,22.8266,0.457319,0.242223,0.288397,3.4559,0.30024,0.205793,43.5282,-0.1601,0.1914
115400,L3_S1,3,Severe Damage,42.6873,42.6873,0.3139,0.0549,131.34,3.0768,1.286,364440.88,5.0,22.9714,0.320757,0.298559,0.371725,4.0683,0.206388,0.093158,41.1855,-0.0888,0.1626
115500,L3_S1,3,Severe Damage,4424.1463,4424.1463,5.8614,0.2017,18012.17,4.0713,2.4911,3914614104.22,5.0,18.2651,0.768775,0.127699,0.102367,3.0337,0.589817,0.234599,2884.6069,-0.0652,0.2996
115600,L3_S1,3,Severe Damage,6546.4082,6546.4082,-0.1961,0.0814,17907.02,2.7354,1.3806,8571092085.92,5.0,17.3298,0.904799,0.049948,0.045087,1.7347,0.8442,0.018981,3377.9111,-0.2327,0.5446
115700,L3_S1,3,Severe Damage,5677.2116,5677.2116,-1.0512,-0.011,12005.59,2.1147,1.155,6446146410.38,5.0,9.7096,0.986474,0.009946,0.002232,0.9515,1.871396,-0.964164,385.1322,-0.8641,0.9938
115800,L3_S1,3,Severe Damage,3515.6374,3515.6374,-1.0145,-0.0393,7336.42,2.0868,1.1584,2471941260.72,5.0,10.7978,0.985621,0.011748,0.002527,0.6634,1.887667,-0.982415,132.3261,-0.9972,0.997
115900,L3_S1,3,Severe Damage,2140.9317,2140.9317,-0.9858,-0.0466,4452.88,2.0799,1.1607,916717733.12,5.0,9.7237,0.989049,0.008216,0.001739,0.6246,1.869965,-0.966327,140.6302,-0.9887,0.9949
116000,L3_S1,3,Severe Damage,1273.46,1273.46,-0.9748,-0.0462,2720.06,2.136,1.1574,324340087.28,5.0,9.22,0.992157,0.005597,0.001453,0.5978,1.847945,-0.944127,111.6412,-0.9689,0.9891
116100,L3_S1,3,Severe Damage,760.1602,760.1602,-1.0524,-0.0297,1615.65,2.1254,1.1519,115568691.5,5.0,8.54,0.994984,0.002798,0.001064,0.4945,1.844533,-0.941233,74.1458,-0.961,0.9855
116200,L3_S1,3,Severe Damage,469.8224,469.8224,-1.1394,-0.0364,971.88,2.0686,1.1435,44146613.12,5.0,10.3282,0.994231,0.002443,0.002637,0.4527,1.757328,-0.855455,77.5,-0.9177,0.9657
116300,L3_S1,3,Severe Damage,298.118,298.118,-1.1355,-0.0133,574.56,1.9273,1.1482,17774873.28,5.0,13.0559,0.985233,0.006695,0.007745,0.5171,1.52783,-0.629933,79.9637,-0.818,0.9083
116400,L3_S1,3,Severe Damage,188.7143,188.7143,-1.078,-0.0308,392.1,2.0777,1.1489,7122614.0,5.0,15.5023,0.963576,0.017412,0.016989,0.6546,1.272399,-0.385693,69.1521,-0.6906,0.8076
116500,L3_S1,3,Severe Damage,127.4959,127.4959,-1.0854,-0.0645,276.51,2.1688,1.1596,3251039.98,5.0,17.4062,0.922385,0.036507,0.040532,0.9407,1.027253,-0.167066,59.7979,-0.5527,0.6414
116600,L3_S1,3,Severe Damage,88.8687,88.8687,-0.9008,-0.0784,205.82,2.316,1.1741,1579529.52,5.0,18.9311,0.846816,0.074672,0.075673,1.3202,0.821052,-0.013814,51.9203,-0.3639,0.4671
116700,L3_S1,3,Severe Damage,61.8816,61.8816,-0.6612,-0.2503,145.56,2.3522,1.2104,765865.28,5.0,20.7345,0.735608,0.120683,0.143193,2.2559,0.550657,0.183984,44.9862,-0.1987,0.3199
116800,L3_S1,3,Severe Damage,46.0871,46.0871,-0.3283,-0.0348,115.31,2.502,1.2552,424804.78,5.0,23.223,0.487778,0.219248,0.292382,3.3194,0.317281,0.211577,41.1442,-0.119,0.1479
116900,L3_S1,3,Severe Damage,42.9211,42.9211,-0.4262,-0.0032,105.25,2.4522,1.2319,368443.5,5.0,22.8488,0.356009,0.284083,0.337869,3.7435,0.240408,0.104054,41.1543,-0.0704,-0.0411
117000,L3_S1,3,Severe Damage,4704.7833,4704.7833,22.3454,-2.0253,37626.725,7.9975,2.7368,4426997095.875,5.0,22.7828,0.584437,0.112972,0.299057,3.698,0.159439,0.563267,3642.4723,0.4224,-0.0611
117100,L3_S1,3,Severe Damage,6805.5295,6805.5295,3.6178,-0.7213,37507.085,5.5113,1.4505,9263046253.555,5.0,21.8134,0.801484,0.055219,0.142784,2.2537,0.340274,0.496891,4401.1076,0.1091,0.3194
117200,L3_S1,3,Severe Damage,5740.4043,5740.4043,-1.054,-0.0127,12181.04,2.122,1.1517,6590448319.68,5.0,8.5084,0.990497,0.006235,0.001232,0.9315,1.862886,-0.956169,456.7809,-0.7879,0.9932
117300,L3_S1,3,Severe Damage,3480.4721,3480.4721,-1.0434,-0.0072,7092.58,2.0378,1.1542,2422737180.72,5.0,6.9733,0.99551,0.00304,0.00027,0.6381,1.88997,-0.984443,129.4209,-0.9916,0.9962
117400,L3_S1,3,Severe Damage,2114.0071,2114.0071,-1.0203,-0.0058,4432.55,2.0968,1.1583,893805183.5,5.0,10.1389,0.989369,0.007626,0.001961,0.6506,1.878177,-0.974542,112.097,-0.9932,0.9965
117500,L3_S1,3,Severe Damage,1272.8085,1272.8085,-0.9802,0.0195,2756.54,2.1657,1.1605,324008277.68,5.0,10.5555,0.988202,0.009218,0.002485,0.592,1.856267,-0.952274,107.4393,-0.9837,0.9935
117600,L3_S1,3,Severe Damage,771.7938,771.7938,-1.0427,0.0293,1620.47,2.0996,1.1556,119133127.82,5.0,10.7582,0.989298,0.008026,0.002614,0.4879,1.828162,-0.925764,85.5484,-0.9696,0.985
117700,L3_S1,3,Severe Damage,480.984,480.984,-1.0934,0.058,995.79,2.0703,1.1502,46269123.18,5.0,11.4282,0.988708,0.007551,0.003606,0.4685,1.747564,-0.848279,79.2507,-0.9326,0.9688
117800,L3_S1,3,Severe Damage,306.1382,306.1382,-1.0825,0.0532,620.99,2.0285,1.1486,18744119.98,5.0,12.9685,0.983572,0.009181,0.006917,0.4977,1.550545,-0.657174,78.1516,-0.8467,0.9237
117900,L3_S1,3,Severe Damage,195.7177,195.7177,-0.9983,0.1165,416.52,2.1282,1.1556,7661081.92,5.0,14.6499,0.969919,0.015233,0.014278,0.6197,1.338316,-0.455938,64.8821,-0.7222,0.8044
118000,L3_S1,3,Severe Damage,127.7584,127.7584,-1.0867,0.0228,267.16,2.0911,1.1589,3264442.88,5.0,17.4675,0.945342,0.024408,0.029016,0.7274,1.087396,-0.218661,55.5584,-0.6117,0.6853
118100,L3_S1,3,Severe Damage,87.6267,87.6267,-0.6005,0.0071,207.66,2.3698,1.2058,1535688.88,5.0,19.0625,0.849072,0.078393,0.072429,1.5343,0.712695,0.103986,51.0821,-0.4762,0.5365
118200,L3_S1,3,Severe Damage,57.9371,57.9371,-0.3308,0.1576,158.9,2.7426,1.238,671342.0,5.0,21.3398,0.691949,0.132025,0.175593,2.4073,0.46365,0.231646,44.1289,-0.2887,0.3364
118300,L3_S1,3,Severe Damage,44.6514,44.6514,-0.3044,0.0272,108.9,2.4389,1.2618,398750.0,5.0,21.9404,0.519058,0.217212,0.258413,3.2886,0.367896,0.188148,39.2256,-0.1971,0.198
118400,L3_S1,3,Severe Damage,39.7312,39.7312,-0.1182,-0.0318,126.66,3.1879,1.2526,315712.88,5.0,23.5101,0.286476,0.322358,0.391069,3.9392,0.201632,0.112603,38.3559,-0.062,0.0702
118500,L3_S1,3,Severe Damage,4657.694,4657.694,6.5577,-0.1749,22627.02,4.858,2.4614,4338822701.92,5.0,19.0425,0.741146,0.126663,0.130155,3.191,0.610528,0.153366,3272.331,-0.2134,0.1817
118600,L3_S1,3,Severe Damage,6739.2458,6739.2458,0.0714,-0.0405,22737.68,3.3739,1.3778,9083486673.52,5.0,18.3393,0.883202,0.05443,0.062242,1.8492,0.836242,0.001858,3725.1467,-0.4085,0.4443
118700,L3_S1,3,Severe Damage,5735.0472,5735.0472,-1.0579,0.0122,11995.42,2.0916,1.1533,6578153164.72,5.0,7.9392,0.992773,0.004909,0.000754,0.7723,1.882436,-0.976795,312.2043,-0.9331,0.9941
118800,L3_S1,3,Severe Damage,3559.2665,3559.2665,-1.0312,-0.0166,7518.61,2.1124,1.1575,2533675633.58,5.0,10.6494,0.986694,0.010485,0.002592,0.6647,1.877662,-0.973337,197.417,-0.995,0.9966
118900,L3_S1,3,Severe Damage,2175.7933,2175.7933,-0.9816,-0.0534,4606.8,2.1173,1.1606,946815320.0,5.0,11.1282,0.984183,0.012706,0.003088,0.7308,1.879051,-0.973397,118.5138,-0.9886,0.9957
119000,L3_S1,3,Severe Damage,1302.3931,1302.3931,-0.9919,-0.0584,2729.21,2.0955,1.157,339245575.18,5.0,10.1387,0.990379,0.007019,0.002122,0.6061,1.859136,-0.954582,104.0821,-0.9792,0.9922
119100,L3_S1,3,Severe Damage,782.7276,782.7276,-1.0835,-0.0459,1628.04,2.08,1.1489,122532487.68,5.0,9.7995,0.993909,0.003381,0.001986,0.4807,1.813666,-0.910606,94.3068,-0.9583,0.9826
119200,L3_S1,3,Severe Damage,487.1757,487.1757,-1.066,-0.016,1044.61,2.1442,1.1518,47468033.58,5.0,10.8396,0.990399,0.00365,0.003371,0.4661,1.708913,-0.808807,92.0264,-0.9263,0.9602
119300,L3_S1,3,Severe Damage,306.8637,306.8637,-1.0482,-0.0185,690.72,2.2509,1.1498,18833064.32,5.0,13.099,0.985396,0.006918,0.007566,0.5127,1.546071,-0.650858,81.6879,-0.858,0.9221
119400,L3_S1,3,Severe Damage,197.1624,197.1624,-1.1244,-0.0634,398.13,2.0193,1.1435,7774600.62,5.0,15.7323,0.968946,0.01077,0.017267,0.6047,1.238448,-0.348492,72.6576,-0.7658,0.8546
119500,L3_S1,3,Severe Damage,127.8044,127.8044,-0.9984,-0.0275,269.72,2.1104,1.1693,3266792.32,5.0,17.4182,0.932255,0.029999,0.036589,0.9112,0.966992,-0.096117,59.767,-0.6123,0.6909
119600,L3_S1,3,Severe Damage,83.9073,83.9073,-0.7754,0.0985,197.67,2.3558,1.1899,1408086.22,5.0,18.6463,0.87727,0.051016,0.071232,1.353,0.79238,0.036202,47.9728,-0.3909,0.469
119700,L3_S1,3,Severe Damage,61.962,61.962,-0.4239,0.0699,185.59,2.9952,1.2151,767858.38,5.0,21.0886,0.722328,0.129738,0.1476,2.2591,0.507481,0.228364,45.5371,-0.1198,0.308
119800,L3_S1,3,Severe Damage,49.5263,49.5263,-0.0895,0.2115,158.62,3.2027,1.2569,490571.12,5.0,23.2091,0.521927,0.209759,0.267077,3.1353,0.305342,0.283452,43.2291,0.011,0.1487
119900,L3_S1,3,Severe Damage,39.9036,39.9036,0.9299,0.2233,159.5756,3.999,1.296,318459.5161,5.0,23.1998,0.349523,0.271916,0.362753,3.9367,0.210072,0.167731,38.0363,0.1009,0.105
120000,L3_S2,3,Severe Damage,36.5245,36.5245,-0.0504,-0.0119,103.7256,2.8399,1.2404,266807.4417,27.0,23.9614,0.16548,0.359614,0.469235,4.1943,0.09546,-0.076899,36.4054,0.0285,0.1432
120100,L3_S2,3,Severe Damage,36.5238,36.5238,0.0879,-0.0739,116.3,3.1842,1.2441,266798.0,42.0,24.6277,0.150884,0.347429,0.497797,4.2734,0.06114,-0.071412,36.2087,0.0645,0.0504
120200,L3_S2,3,Severe Damage,34.4632,34.4632,0.1002,0.0707,118.92,3.4506,1.2579,237542.72,5.5,25.0682,0.196026,0.250956,0.535965,4.2179,-0.038068,0.160282,34.0479,0.0922,0.0398
120300,L3_S2,3,Severe Damage,35.8262,35.8262,-0.2572,0.0227,94.71,2.6436,1.2578,256703.18,46.5,25.094,0.240779,0.198006,0.536109,4.1598,-0.017315,0.263494,34.582,0.0482,0.1456
120400,L3_S2,3,Severe Damage,36.2745,36.2745,0.2584,0.3512,121.35,3.3453,1.2656,263167.5,6.0,23.4746,0.310969,0.251773,0.415934,4.0597,0.094061,0.250117,34.6884,0.148,0.1299
120500,L3_S2,3,Severe Damage,38.2199,38.2199,0.1541,0.2115,120.66,3.157,1.2234,292152.88,6.0,23.7472,0.224949,0.311267,0.439146,4.1871,0.084368,0.140112,37.0025,0.2406,0.0037
120600,L3_S2,3,Severe Damage,37.4276,37.4276,-0.0957,-0.1867,120.88,3.2297,1.2118,280165.12,18.5,25.0747,0.115847,0.38955,0.481739,4.1345,0.009437,-0.060767,37.4843,0.1712,-0.0924
120700,L3_S2,3,Severe Damage,35.9882,35.9882,-0.4266,-0.1261,109.7,3.0482,1.2261,259030.0,23.0,24.4192,0.150262,0.406037,0.442629,4.1781,0.094165,-0.084724,35.6224,-0.0151,-0.0255
120800,L3_S2,3,Severe Damage,36.0491,36.0491,-0.3085,-0.2435,110.53,3.0661,1.2442,259907.82,23.0,24.9329,0.147736,0.389523,0.461599,4.1659,0.037644,0.027702,35.9066,-0.0475,0.0647
120900,L3_S2,3,Severe Damage,34.574,34.574,0.3994,-0.1688,111.02,3.2111,1.2796,239071.92,18.0,23.773,0.178294,0.408145,0.405318,4.2061,0.097347,0.03288,34.5493,-0.0122,-0.0794
121000,L3_S2,3,Severe Damage,33.6768,33.6768,0.3004,0.1316,112.52,3.3412,1.274,226825.92,18.0,22.8217,0.140296,0.45886,0.381703,4.1676,0.199149,-0.132319,32.9231,0.079,-0.0435
121100,L3_S2,3,Severe Damage,32.6066,32.6066,-0.0502,0.0165,89.3,2.7387,1.2573,212638.0,7.0,24.701,0.114966,0.365404,0.498873,4.1897,0.049427,-0.110419,32.4096,0.0992,0.0897
121200,L3_S2,3,Severe Damage,33.6267,33.6267,0.1021,-0.0697,93.06,2.7674,1.2741,226151.28,44.0,25.9372,0.087724,0.375229,0.535362,4.2516,-0.09662,-0.042921,33.6011,0.0987,0.0386
121300,L3_S2,3,Severe Damage,37.5076,37.5076,-0.0675,-0.007,98.14,2.6165,1.2711,281364.08,14.0,23.9801,0.113538,0.443604,0.422143,4.2216,0.101602,0.013043,37.2624,0.0535,0.0775
121400,L3_S2,3,Severe Damage,37.5541,37.5541,-0.1943,-0.0107,97.64,2.6,1.2303,282062.08,38.0,22.7701,0.197812,0.423034,0.3746,4.2481,0.17586,0.040563,37.0723,-0.0017,0.0289
121500,L3_S2,3,Severe Damage,36.6424,36.6424,-0.2109,-0.0471,97.73,2.6671,1.242,268533.42,1.5,24.8767,0.148237,0.350737,0.50021,4.2742,0.017393,0.013545,36.7293,-0.0514,-0.1282
121600,L3_S2,3,Severe Damage,6567.4489,6567.4489,10.365,-1.301,44421.615,6.7639,1.9982,8626277013.355,5.0,21.7626,0.697538,0.094032,0.205039,2.9793,0.24221,0.545482,4684.0713,-0.0946,0.4367
121700,L3_S2,3,Severe Damage,7935.1957,7935.1957,3.5615,-0.7365,44349.305,5.5889,1.3016,12593466070.395,5.0,21.5328,0.797872,0.06225,0.139373,2.0719,0.333945,0.499315,5157.1986,-0.2168,0.4984
121800,L3_S2,3,Severe Damage,5202.996,5202.996,-1.0561,-0.0328,10786.11,2.0731,1.1517,5414233377.58,5.0,9.4145,0.988271,0.008977,0.001603,0.8185,1.890828,-0.984632,165.6193,-0.9978,0.9953
121900,L3_S2,3,Severe Damage,3148.2213,3148.2213,-1.0462,-0.0049,6425.31,2.0409,1.1548,1982259420.78,5.0,7.0299,0.995292,0.003177,0.000286,0.5991,1.87803,-0.973284,175.4215,-0.9967,0.9966
122000,L3_S2,3,Severe Damage,1898.1342,1898.1342,-0.9897,-0.0188,3985.68,2.0998,1.161,720582691.52,5.0,7.6252,0.994515,0.003185,0.000655,0.6898,1.865611,-0.960465,140.7549,-0.9898,0.9943
122100,L3_S2,3,Severe Damage,1125.3529,1125.3529,-1.0168,-0.0276,2351.2,2.0893,1.157,253283840.0,5.0,9.8099,0.990503,0.006952,0.001884,0.5919,1.848769,-0.94473,105.5588,-0.9686,0.989
122200,L3_S2,3,Severe Damage,684.9175,684.9175,-1.0855,0.0067,1383.85,2.0205,1.1489,93822407.5,5.0,10.7596,0.989768,0.00718,0.002735,0.4667,1.829148,-0.927668,75.8708,-0.9466,0.9819
122300,L3_S2,3,Severe Damage,431.5536,431.5536,-1.0755,-0.0166,892.64,2.0684,1.1503,37247694.08,5.0,11.899,0.985451,0.009388,0.005052,0.4946,1.716318,-0.818201,79.6628,-0.9335,0.9515
122400,L3_S2,3,Severe Damage,272.6516,272.6516,-1.0356,0.0432,584.54,2.1439,1.1525,14867781.68,5.0,13.646,0.977197,0.012681,0.009753,0.5359,1.516046,-0.627344,74.373,-0.8551,0.8989
122500,L3_S2,3,Severe Damage,179.4292,179.4292,-1.0371,-0.0428,407.56,2.2714,1.1557,6438969.28,5.0,15.9193,0.959591,0.019046,0.021073,0.6678,1.203904,-0.330043,70.0637,-0.6962,0.7955
122600,L3_S2,3,Severe Damage,118.3412,118.3412,-0.8557,-0.0534,320.2,2.7057,1.161,2800928.0,5.0,17.8715,0.903502,0.048616,0.047652,1.0863,0.898491,-0.06298,60.7642,-0.5575,0.6437
122700,L3_S2,3,Severe Damage,75.3938,75.3938,-0.6978,-0.1775,184.89,2.4523,1.1806,1136845.58,5.0,20.2732,0.840145,0.069545,0.089363,1.4701,0.688943,0.114254,46.885,-0.3776,0.5176
122800,L3_S2,3,Severe Damage,55.1233,55.1233,-0.753,-0.1991,134.38,2.4378,1.1869,607715.12,5.0,21.2907,0.70285,0.134154,0.162966,2.2615,0.520716,0.171211,41.8765,-0.1924,0.3605
