time_unit,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,acc_mag,mean_ax,std_ax,rms_ax,min_ax,max_ax,range_ax,mean_ay,std_ay,rms_ay,min_ay,max_ay,range_ay,mean_az,std_az,rms_az,min_az,max_az,range_az,mean_acc_mag,std_acc_mag,rms_acc_mag,energy_acc_mag
6224,124,-296,15196,-129,86,-126,15199.3884087486,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6225,52,-244,15104,-128,88,-95,15106.0602408437,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6226,120,-244,15224,-107,69,-104,15226.4280775236,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6227,124,-276,15068,-137,102,-112,15071.0376550522,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6228,48,-236,15100,-141,71,-91,15101.9204076833,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6229,60,-268,15252,-121,88,-118,15254.4723933671,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6230,120,-296,15044,-146,99,-99,15047.3902056137,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6231,112,-296,15196,-133,74,-113,15199.2952468198,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6232,92,-332,14972,-118,99,-122,14975.9631409803,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6233,84,-284,15040,-122,84,-116,15042.9156748285,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6234,128,-332,15212,-142,74,-83,15216.1608824302,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6235,108,-368,15172,-121,99,-87,15176.8465762819,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6236,76,-392,15068,-114,103,-108,15073.2897537333,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6237,120,-248,15172,-134,100,-123,15174.501243863,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6238,64,-228,15288,-125,94,-99,15289.8340082553,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6239,220,-352,15080,-123,82,-106,15085.7119155842,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6240,104,-280,15092,-137,92,-105,15094.9554487584,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6241,96,-368,15156,-124,74,-79,15160.7709566499,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6242,200,-304,15128,-107,71,-95,15132.3758874805,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6243,104,-288,15176,-139,80,-124,15179.0887737044,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6244,128,-256,15264,-133,96,-90,15266.68320232,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6245,60,-368,15196,-122,86,-101,15200.5736733848,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6246,88,-328,15188,-145,99,-86,15191.7962071639,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6247,68,-320,15128,-117,102,-119,15131.5368684083,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6248,96,-240,15184,-123,89,-100,15186.2000513624,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6249,76,-256,15064,-112,85,-130,15066.3667816763,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6250,120,-384,15044,-109,94,-89,15049.3784589265,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6251,60,-288,15108,-125,91,-107,15110.8639064747,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6252,88,-268,15152,-120,98,-101,15154.6254325206,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6253,120,-308,15140,-121,91,-122,15143.6080245099,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6254,28,-396,15084,-123,99,-104,15089.223174173,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6255,116,-320,15272,-123,72,-95,15275.7926144603,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6256,72,-296,15144,-111,97,-111,15147.0636098222,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6257,140,-296,15272,-144,83,-88,15275.5098114597,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6258,152,-284,15216,-137,84,-104,15219.409186956,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6259,56,-320,15152,-117,97,-101,15155.4821764271,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6260,0,-248,15016,-133,65,-87,15018.0478092194,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6261,36,-180,15084,-139,108,-92,15085.1169037565,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6262,192,-288,15156,-136,61,-109,15159.9519788158,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6263,92,-292,15208,-143,91,-89,15211.0812238973,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6264,156,-340,15248,-133,76,-118,15252.587977127,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6265,104,-300,15192,-136,96,-98,15195.3176998706,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6266,108,-280,15084,-143,98,-112,15086.9851196321,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6267,48,-268,15056,-132,90,-90,15058.4615416051,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6268,180,-328,15100,-123,107,-106,15104.6345205702,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6269,84,-236,15096,-134,72,-87,15098.0782883121,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6270,88,-188,15112,-124,61,-103,15113.4255547841,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6271,-20,-300,15192,-122,88,-116,15194.9749588474,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6272,36,-324,15180,-149,92,-73,15183.4999917674,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6273,76,-248,15268,-128,98,-96,15270.2031420672,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6274,68,-388,15224,-127,88,-108,15229.0953112783,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6275,180,-224,15212,-130,75,-112,15214.7139309288,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6276,132,-328,15216,-133,90,-103,15220.1072269547,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6277,128,-360,15104,-145,120,-133,15108.83185425,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6278,92,-344,15040,-136,79,-99,15044.2148349457,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6279,160,-348,15144,-141,98,-81,15148.8428600999,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6280,88,-260,15080,-136,90,-113,15082.4979363499,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6281,172,-348,15080,-119,82,-126,15084.9954590646,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6282,184,-340,15148,-119,83,-112,15152.932389475,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6283,36,-176,15280,-145,103,-103,15281.0559844534,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6284,52,-412,15076,-143,94,-131,15081.7182045018,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6285,56,-288,15148,-149,92,-102,15150.8410327612,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6286,148,-308,15140,-120,84,-104,15143.8557837824,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6287,84,-320,15200,-125,110,-112,15203.6000999763,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6288,20,-272,15148,-113,110,-89,15150.4550426712,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6289,104,-288,15136,-130,68,-103,15139.096934758,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6290,80,-296,15332,-126,94,-113,15335.0656992398,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6291,128,-392,15088,-111,94,-109,15093.6341548349,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6292,20,-384,15040,-133,91,-105,15044.914622556,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6293,48,-284,15244,-117,67,-95,15246.7208277715,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6294,92,-244,15160,-108,88,-93,15162.242578194,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6295,120,-156,15120,-119,86,-93,15121.280898125,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6296,92,-312,15124,-125,84,-101,15127.4976119648,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6297,60,-288,15260,-133,91,-103,15262.8353853404,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6298,56,-280,15128,-148,125,-120,15130.6946304524,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6299,56,-332,15220,-109,102,-95,15223.7235918155,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6300,96,-356,15260,-107,91,-110,15264.4538716588,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6301,80,-268,15116,-140,79,-126,15118.5872355852,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6302,144,-332,15140,-120,80,-95,15144.3243494056,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6303,100,-260,15180,-142,75,-110,15182.5557795781,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6304,160,-356,15064,-142,84,-92,15069.0554448512,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6305,120,-328,15184,-141,102,-116,15188.0163286718,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6306,128,-260,15132,-123,96,-133,15134.7747918494,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6307,64,-308,15188,-142,92,-95,15191.2574858041,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6308,120,-316,15392,-152,74,-89,15395.7110910799,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6309,120,-312,15012,-111,95,-114,15015.7213612933,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6310,68,-296,15152,-134,70,-91,15155.0435169286,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6311,120,-308,15192,-117,122,-107,15195.5956776956,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6312,92,-256,15196,-142,88,-97,15198.4346562401,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6313,192,-236,15160,-128,81,-115,15163.0524631421,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6314,184,-368,15256,-161,83,-87,15261.5469727023,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6315,12,-244,15112,-124,104,-87,15113.9744607433,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6316,48,-296,15128,-126,103,-102,15130.9716806291,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6317,60,-340,15304,-157,71,-101,15307.8939113126,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6318,24,-316,15176,-135,88,-98,15179.308548152,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6319,176,-368,15104,-124,106,-107,15109.5074704638,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6320,120,-296,15212,-129,96,-80,15215.3527727753,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6321,40,-400,15088,-118,86,-101,15093.3542991609,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6322,92,-332,15120,-139,97,-111,15123.9243584461,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6323,20,-228,15176,-147,75,-94,15177.7257848467,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6324,64,-328,15000,-138,92,-106,15003.7222048397,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6325,40,-212,15252,-133,92,-141,15253.525756362,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6326,132,-320,15256,-143,79,-104,15259.9266053281,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6327,36,-328,15184,-128,60,-98,15187.5849298037,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6328,12,-344,15324,-133,84,-117,15327.8653438762,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6329,80,-308,15064,-109,73,-105,15067.3607509743,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6330,36,-308,15124,-137,90,-104,15127.1787191135,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6331,60,-360,15060,-122,82,-82,15064.4216616503,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6332,100,-316,15196,-129,75,-105,15199.6142056304,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6333,132,-384,15228,-129,93,-101,15233.4127496106,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6334,120,-372,15176,-124,96,-100,15181.0329029352,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6335,232,-260,15200,-126,73,-117,15203.9936858708,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6336,36,-352,15204,-134,97,-107,15208.1167801934,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6337,76,-244,15076,-119,93,-101,15078.1659362139,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6338,100,-344,15176,-122,118,-85,15180.2276662769,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6339,52,-280,15188,-111,88,-109,15190.6697679859,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6340,28,-300,15264,-122,46,-130,15266.9735049223,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6341,20,-372,15156,-109,87,-101,15160.5778253997,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6342,172,-328,15208,-123,84,-90,15212.5090632676,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6343,12,-288,15112,-140,100,-91,15114.7488235829,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6344,68,-324,15124,-123,108,-93,15127.6229461208,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6345,112,-336,15064,-126,89,-92,15068.1629935437,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6346,68,-264,15072,-134,55,-101,15074.4652973165,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6347,-56,-380,15112,-113,92,-106,15116.8806306063,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6348,16,-284,15080,-154,94,-92,15082.6825200294,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6349,92,-264,15192,-121,81,-112,15194.5721887785,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6350,180,-304,15140,-137,91,-101,15144.1214997767,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6351,28,-356,15068,-142,88,-102,15072.2308899512,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6352,96,-280,15100,-120,88,-95,15102.9009134007,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6353,164,-280,15132,-118,90,-97,15135.478849379,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6354,64,-312,15072,-134,94,-111,15075.3648048729,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6355,88,-304,15052,-140,81,-90,15055.3267649693,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6356,-12,-304,15152,-120,94,-102,15155.0540744664,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6357,48,-284,15108,-145,95,-129,15110.745315834,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6358,100,-300,15104,-116,93,-88,15107.3100186632,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6359,100,-300,15036,-122,71,-108,15039.3249848522,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6360,4,-380,15052,-152,83,-102,15056.7964720255,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6361,92,-324,15156,-136,122,-106,15159.7419503104,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6362,92,-272,15192,-134,101,-90,15194.7132911418,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6363,28,-384,15100,-132,91,-102,15104.9078117015,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6364,80,-232,15204,-124,87,-94,15205.9804024601,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6365,112,-340,15152,-128,86,-99,15156.2280267882,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6366,180,-340,15312,-118,77,-109,15316.8320484361,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6367,56,-372,15168,-136,94,-108,15172.6643672099,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6368,180,-276,15108,-130,85,-99,15111.5929008162,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6369,128,-288,15152,-127,92,-100,15155.2773646674,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6370,124,-360,15216,-146,92,-120,15220.763187173,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6371,-84,-280,15192,-113,84,-107,15194.8122726146,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6372,128,-216,15132,-121,99,-116,15134.0828595591,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6373,72,-332,15172,-142,88,-117,15175.8028453193,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6374,92,-316,15060,-133,102,-107,15063.5958522525,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6375,16,-256,15236,-116,97,-96,15238.1589439145,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6376,0,-256,15064,-134,97,-81,15066.1750952257,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6377,96,-336,15260,-153,75,-83,15264.000524109,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6378,56,-280,15068,-156,74,-86,15070.7053584097,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6379,172,-384,15012,-134,92,-111,15017.8954584189,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6380,44,-308,15216,-132,77,-86,15219.1805298446,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6381,48,-316,15172,-146,85,-97,15175.3663547211,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6382,-20,-232,15032,-124,72,-90,15033.8035107554,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6383,12,-420,15024,-112,84,-108,15029.874250971,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6384,72,-272,15136,-139,74,-92,15138.6149960953,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6385,48,-280,15144,-132,65,-111,15146.6643192486,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6386,40,-352,15124,-120,84,-96,15128.1485978953,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6387,136,-268,15052,-134,84,-115,15054.9999667884,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6388,96,-396,15032,-144,77,-85,15037.521604307,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6389,180,-280,15128,-134,99,-107,15131.6616404148,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6390,92,-408,15068,-147,94,-103,15073.8035014392,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6391,96,-236,15080,-131,90,-109,15082.1521010763,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6392,112,-296,15088,-117,85,-102,15091.3188290487,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6393,188,-316,15156,-135,106,-98,15160.4596236394,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6394,80,-404,15172,-124,80,-100,15177.5887412988,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6395,200,-312,15104,-134,68,-83,15108.5459260645,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6396,32,-216,15176,-130,94,-112,15177.570820128,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6397,-32,-292,15040,-120,111,-102,15042.8683435042,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6398,4,-296,15116,-152,103,-81,15118.8983725667,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6399,140,-268,15296,-122,85,-126,15298.9882018387,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6400,60,-316,15052,-132,92,-118,15055.4362274894,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6401,108,-284,15220,-146,68,-83,15223.032549397,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6402,60,-304,15152,-137,89,-81,15155.1680954056,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6403,104,-324,15268,-132,93,-105,15271.7915124585,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6404,120,-276,15116,-122,77,-115,15118.9957338442,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6405,56,-344,15152,-117,90,-102,15156.0079176543,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6406,124,-252,15184,-138,91,-100,15186.5972488902,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6407,24,-332,15204,-127,77,-93,15207.6433414254,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6408,80,-348,15200,-120,90,-107,15204.1936320214,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6409,40,-240,15136,-120,65,-105,15137.9554762194,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6410,100,-272,15080,-137,97,-109,15082.7843583338,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6411,44,-256,15208,-125,56,-91,15210.2181443923,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6412,48,-368,15188,-116,83,-111,15192.5334292869,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6413,76,-220,15084,-141,111,-111,15085.7957032435,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6414,76,-352,15100,-142,95,-93,15104.2934293531,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6415,80,-308,15084,-134,86,-87,15087.3562959188,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6416,120,-312,15204,-119,87,-108,15207.6743784183,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6417,88,-312,15052,-127,84,-121,15055.4904270834,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6418,104,-296,15160,-100,86,-129,15163.2460904649,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6419,24,-272,15108,-150,86,-131,15110.4673653729,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6420,36,-280,15088,-120,107,-104,15090.6408081301,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6421,-20,-288,15136,-101,76,-104,15138.7529208981,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6422,20,-248,15292,-127,80,-81,15294.0239309346,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6423,160,-288,15016,-138,81,-90,15019.6138432384,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6424,56,-316,15352,-115,82,-109,15355.3539848484,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6425,68,-376,15168,-128,98,-110,15172.8120004171,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6426,28,-300,15184,-153,91,-88,15186.9891683638,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6427,-24,-240,15092,-135,91,-82,15093.927255688,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6428,104,-212,15204,-133,73,-93,15205.8336173983,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6429,148,-316,15192,-145,98,-97,15196.0068439048,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6430,68,-276,15136,-125,108,-121,15138.6688978919,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6431,108,-288,15136,-133,80,-92,15139.1249416867,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
6432,40,-288,15140,-126,67,-87,15142.7918165707,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
