time_unit,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,acc_mag,mean_ax,std_ax,rms_ax,min_ax,max_ax,range_ax,mean_ay,std_ay,rms_ay,min_ay,max_ay,range_ay,mean_az,std_az,rms_az,min_az,max_az,range_az,mean_acc_mag,std_acc_mag,rms_acc_mag,energy_acc_mag
19267,-380,-336,15180,-122,80,-104,15188.4724709235,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19268,-268,-292,15068,-115,93,-113,15073.2117347299,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19269,-236,-228,15168,-113,84,-71,15171.5491628245,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19270,-236,-268,15188,-136,93,-104,15192.1974710705,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19271,-164,-352,15128,-126,86,-117,15132.9833146013,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19272,-420,-228,14972,-127,73,-108,14979.6250954421,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19273,-152,-292,15136,-144,107,-106,15139.5793864955,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19274,-276,-136,15016,-131,82,-138,15019.1520399788,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19275,-208,-296,15256,-99,73,-113,15260.2888570302,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19276,-272,-180,15088,-111,95,-97,15091.5250389084,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19277,-228,-288,15036,-127,68,-112,15040.4861623553,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19278,-304,-200,15068,-138,104,-108,15072.3933069702,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19279,-152,-336,15028,-124,83,-105,15032.5242058678,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19280,-300,-288,15064,-136,79,-95,15069.739214731,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19281,-268,-272,15124,-129,98,-92,15128.8196499264,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19282,-256,-304,15196,-131,111,-106,15201.1962687152,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19283,-160,-356,15108,-120,72,-127,15113.040726472,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19284,-288,-240,15156,-128,79,-82,15160.6358705695,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19285,-256,-324,15196,-135,89,-113,15201.6093884825,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19286,-240,-268,15132,-147,92,-124,15136.2758960056,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19287,-232,-304,15252,-126,97,-118,15256.7933721343,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19288,-240,-256,15084,-124,74,-94,15088.081123854,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19289,-200,-360,15236,-148,81,-100,15241.5647490669,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19290,-312,-168,15036,-133,111,-107,15040.1749989819,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19291,-336,-312,15024,-116,92,-127,15030.9951766342,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19292,-300,-316,15132,-122,90,-121,15138.2720282072,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19293,-220,-240,15168,-143,97,-103,15171.4937959319,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19294,-308,-280,15136,-128,119,-106,15141.7224911831,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19295,-312,-184,15068,-130,99,-112,15072.3529682661,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19296,-276,-292,15120,-143,90,-98,15125.3376821809,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19297,-264,-248,15104,-113,95,-115,15108.3425960626,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19298,-152,-272,15112,-110,80,-109,15115.2119402938,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19299,-144,-324,15108,-150,96,-103,15112.159872103,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19300,-204,-320,14912,-121,92,-116,14916.8280810633,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19301,-276,-260,15216,-148,107,-124,15220.7237672852,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19302,-280,-272,15116,-115,74,-106,15121.0396467968,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19303,-356,-352,15072,-144,103,-100,15080.3124636063,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19304,-288,-344,15000,-111,98,-118,15006.707833499,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19305,-348,-336,15260,-122,98,-79,15267.6651784089,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19306,-304,-316,15036,-151,101,-102,15042.3923629189,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19307,-184,-240,15156,-134,92,-108,15159.0168546644,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19308,-212,-332,15220,-130,96,-115,15225.0966499395,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19309,-280,-216,15036,-136,85,-114,15040.1579778937,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19310,-124,-228,15224,-123,104,-117,15226.2121356561,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19311,-212,-256,15060,-150,104,-114,15063.6675481106,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19312,-208,-328,15104,-131,93,-128,15108.992818848,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19313,-264,-216,15148,-143,97,-103,15151.8400202748,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19314,-180,-156,15096,-126,116,-132,15097.8790563443,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19315,-216,-280,15048,-104,101,-132,15052.1546630374,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19316,-272,-248,15040,-138,93,-97,15044.5035810425,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19317,-252,-348,14984,-137,109,-107,14990.158905095,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19318,-276,-200,15180,-121,79,-113,15183.8261317759,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19319,-240,-196,15300,-124,107,-105,15303.1374560905,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19320,-232,-296,15152,-111,94,-108,15156.666652005,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19321,-196,-236,14996,-129,92,-111,14999.1375752075,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19322,-312,-220,15176,-120,84,-109,15180.8010328836,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19323,-296,-176,15096,-125,81,-119,15099.9274170441,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19324,-240,-280,15060,-126,98,-96,15064.5145955653,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19325,-260,-256,15228,-118,96,-102,15232.3707938062,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19326,-228,-360,15088,-153,68,-86,15094.0162978579,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19327,-276,-324,15124,-133,103,-125,15129.9877065383,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19328,-248,-304,15056,-117,100,-120,15061.1107160129,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19329,-152,-292,15068,-126,103,-111,15071.5955359743,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19330,-292,-212,15220,-135,77,-105,15224.2769286426,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19331,-280,-348,15156,-123,81,-85,15162.5802553523,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19332,-324,-280,15096,-131,97,-100,15102.0724405626,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19333,-288,-376,15060,-111,94,-115,15067.4457025735,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19334,-224,-264,15192,-121,80,-107,15195.9447221948,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19335,-260,-296,15180,-135,111,-80,15185.1116558292,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19336,-200,-364,15300,-106,101,-106,15305.6360860959,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19337,-220,-236,15064,-131,81,-125,15067.4547286527,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19338,-268,-244,15000,-128,91,-102,15004.3780277624,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19339,-252,-184,15156,-128,91,-105,15159.2115889976,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19340,-216,-324,15164,-135,88,-102,15168.9989122552,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19341,-188,-268,15188,-129,92,-98,15191.527638786,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19342,-324,-280,15160,-137,91,-99,15166.0468151724,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19343,-228,-272,15128,-133,82,-105,15132.1628328537,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19344,-260,-248,15088,-136,85,-111,15092.2777604973,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19345,-340,-276,15208,-139,77,-92,15214.3037960992,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19346,-268,-304,14992,-141,85,-116,14997.4765877464,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19347,-232,-284,15220,-128,103,-103,15224.4172302259,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19348,-180,-356,15176,-130,74,-129,15181.2421099197,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19349,-288,-320,15072,-151,106,-126,15078.1473663047,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19350,-212,-136,15020,-114,85,-94,15022.1117024205,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19351,-248,-288,15096,-151,92,-109,15100.7835558291,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19352,-216,-332,15076,-135,95,-96,15081.2020741054,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19353,-120,-276,15108,-116,99,-116,15110.997319833,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19354,-172,-352,15196,-126,61,-90,15201.0494374566,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19355,-260,-296,15076,-119,85,-104,15081.1469059883,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19356,-332,-284,15240,-138,90,-122,15246.261181024,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19357,-276,-104,15124,-110,85,-136,15126.8756853489,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19358,-280,-284,15148,-109,103,-127,15153.2491565341,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19359,-292,-308,15176,-115,105,-120,15181.9334737049,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19360,-272,-244,15020,-134,87,-121,15024.4440828937,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19361,-264,-308,15084,-132,113,-109,15089.4538005854,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19362,-304,-284,15112,-140,100,-96,15117.7252257077,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19363,-320,-316,15216,-139,101,-121,15222.6447110875,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19364,-172,-372,15176,-130,102,-108,15181.5329924221,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19365,-220,-260,15236,-118,97,-107,15239.8062979816,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19366,-280,-204,15272,-149,101,-92,15275.9287770008,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19367,-276,-204,15040,-107,120,-127,15043.9154477815,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19368,-220,-272,15056,-136,78,-120,15060.063744885,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19369,-324,-240,15064,-128,104,-111,15069.3952101602,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19370,-192,-248,15260,-103,82,-103,15263.2227265411,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19371,-220,-212,15128,-120,93,-102,15131.0848256164,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19372,-240,-256,15008,-150,88,-94,15012.1017848934,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19373,-204,-264,15124,-122,90,-105,15127.6795312434,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19374,-228,-268,15124,-134,95,-108,15128.0925433447,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19375,-272,-268,15080,-127,76,-125,15084.8337080659,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19376,-196,-324,15108,-130,101,-110,15112.7448201841,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19377,-196,-196,14984,-141,94,-115,14986.5635820891,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19378,-192,-252,15232,-106,87,-128,15235.2942866228,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19379,-268,-296,15160,-131,82,-122,15165.2576634886,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19380,-216,-280,15280,-130,81,-100,15284.0915987834,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19381,-304,-236,15020,-132,102,-125,15024.9296836957,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19382,-268,-328,15076,-127,83,-117,15081.9489456768,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19383,-204,-228,15216,-131,103,-118,15219.0753989853,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19384,-252,-316,15160,-134,96,-122,15165.3869057139,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19385,-280,-204,15068,-129,70,-106,15071.9819532801,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19386,-248,-324,15176,-129,101,-98,15181.4839854344,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19387,-232,-320,15096,-123,99,-133,15101.1734643371,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19388,-188,-256,15188,-123,107,-100,15191.3206799146,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19389,-228,-280,15140,-137,120,-97,15144.3053323683,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19390,-212,-332,15156,-113,95,-111,15161.1181645682,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19391,-188,-424,15088,-142,73,-109,15095.1271607761,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19392,-232,-276,15284,-136,92,-90,15288.2522218859,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19393,-212,-272,15044,-116,84,-128,15047.952153034,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19394,-248,-252,15256,-116,83,-107,15260.096461032,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19395,-176,-284,15128,-125,101,-109,15131.6891324135,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19396,-276,-192,14916,-139,104,-115,14919.7887384507,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19397,-332,-232,15136,-124,96,-124,15141.418163435,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19398,-292,-212,15180,-126,86,-102,15184.2881953683,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19399,-180,-332,15240,-110,82,-120,15244.6785469553,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19400,-236,-220,15084,-119,91,-102,15087.4501490477,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19401,-224,-304,15080,-163,121,-112,15084.7271105579,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19402,-208,-236,15116,-123,93,-117,15119.2729983951,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19403,-216,-248,15132,-118,76,-97,15135.5734612204,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19404,-256,-328,15208,-130,69,-101,15213.6906764927,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19405,-292,-236,15216,-127,97,-106,15220.6312615476,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19406,-204,-212,15132,-137,85,-107,15134.8598936363,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19407,-296,-324,15112,-138,87,-116,15118.3708116979,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19408,-220,-256,15156,-123,90,-118,15159.7583094191,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19409,-172,-280,15108,-100,97,-106,15111.5733131928,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19410,-212,-164,15072,-136,78,-100,15074.3830387847,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19411,-260,-252,15192,-134,88,-98,15196.3142899849,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19412,-208,-220,15176,-130,81,-95,15179.0197311948,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19413,-332,-300,15100,-130,81,-136,15106.6284789161,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19414,-296,-264,15172,-117,97,-130,15177.1834014088,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19415,-348,-184,15060,-119,94,-126,15065.143875848,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19416,-264,-232,15168,-138,111,-134,15172.0711835926,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19417,-260,-316,15100,-124,101,-108,15105.543882959,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19418,-264,-236,15048,-128,102,-99,15052.1658242261,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19419,-244,-296,15148,-126,77,-132,15152.8563643955,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19420,-212,-268,14992,-140,107,-121,14995.8938379811,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19421,-220,-248,15120,-127,85,-97,15123.6339548404,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19422,-184,-244,15052,-126,97,-86,15055.101992348,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19423,-284,-220,15168,-142,104,-91,15172.253622979,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19424,-284,-116,15164,-121,91,-93,15167.1028215675,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19425,-280,-364,15152,-116,99,-102,15158.9577478137,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19426,-160,-256,15064,-139,97,-105,15067.024656514,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19427,-252,-216,15164,-137,85,-106,15167.6318520724,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19428,-196,-284,15212,-126,76,-94,15215.9132489641,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19429,-236,-212,15128,-110,77,-90,15131.325916786,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19430,-292,-392,15224,-120,93,-119,15231.8450622372,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19431,-256,-268,15268,-143,99,-118,15272.4976346372,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19432,-252,-308,15404,-138,91,-124,15409.1396255599,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19433,-284,-340,15124,-133,93,-89,15130.4868394907,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19434,-140,-324,15112,-131,109,-97,15116.1211955978,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19435,-268,-280,15040,-134,82,-101,15044.9933200384,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19436,-192,-212,15212,-103,111,-101,15214.6886921816,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19437,-160,-312,15240,-121,84,-120,15244.0330621525,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19438,-296,-340,15132,-129,106,-129,15138.7132874627,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19439,-260,-224,15204,-106,100,-118,15207.8726980469,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19440,-276,-308,14992,-126,77,-105,14997.7032908376,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19441,-296,-96,15084,-139,95,-72,15087.2094172514,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19442,-264,-304,15128,-112,71,-116,15133.3570631238,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19443,-240,-212,15060,-126,81,-118,15063.404130541,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19444,-200,-172,15156,-144,77,-131,15158.2954186808,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19445,-276,-224,15108,-128,85,-90,15112.1810470891,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19446,-152,-264,15140,-142,80,-141,15143.0644190666,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19447,-288,-280,15048,-125,118,-102,15053.3600235961,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19448,-256,-180,14984,-118,81,-113,14987.2676629197,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19449,-336,-300,15128,-137,89,-98,15134.7044900124,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19450,-196,-80,15032,-117,108,-85,15033.4906126289,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19451,-164,-224,15120,-137,96,-114,15122.5484624781,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19452,-312,-184,15228,-113,71,-126,15232.3072448004,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19453,-276,-248,15060,-136,65,-106,15064.5703556391,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19454,-248,-272,15116,-144,72,-108,15120.4809447319,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19455,-152,-220,15068,-124,91,-110,15070.3725235974,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19456,-216,-256,15132,-136,78,-114,15135.7066567769,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19457,-276,-372,15264,-124,106,-99,15271.0266845422,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19458,-312,-236,15024,-130,117,-109,15029.0923212282,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19459,-120,-284,15096,-134,96,-113,15099.1480554368,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19460,-304,-232,15084,-153,110,-97,15088.8467418819,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19461,-204,-236,15036,-124,92,-96,15039.2356188737,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19462,-256,-324,15156,-115,112,-110,15161.6241874016,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19463,-128,-236,15136,-118,112,-90,15138.3808909672,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19464,-184,-240,15072,-126,96,-92,15075.0336649707,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19465,-224,-344,15060,-148,100,-97,15065.5936491066,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19466,-272,-412,15152,-143,90,-128,15160.0406331909,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19467,-312,-272,15128,-131,87,-110,15133.6615529752,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19468,-224,-240,15108,-113,93,-118,15111.5664310488,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19469,-332,-308,15132,-101,95,-121,15138.7751155766,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19470,-332,-264,15084,-123,101,-94,15089.9627567466,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19471,-304,-228,15164,-134,102,-111,15168.7605294566,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
19472,-184,-304,15112,-130,81,-96,15116.1772945411,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,,,,,,,,
