time,ax,ay,az,gx,gy,gz,sw420
23:58:34:492,-2.351528936,9.690186214,-16.40299892,-157.5879765,57.04712941,-141.0515292,0
23:58:34:745,14.22970932,18.70553714,101.2438403,-173.6434563,63.22931134,-131.2771498,0
23:58:34:997,-1.595467669,-37.12141463,171.8037944,-157.707687,57.56534386,-105.9864566,0
23:58:35:248,92.77430452,-17.92304713,11.75655425,-147.1733649,73.7472816,-108.8468833,0
23:58:35:502,33.66189298,54.08924603,-42.57406914,-156.2437015,62.06645575,-126.9057254,0
23:58:35:754,-46.97560534,16.14170723,81.71829857,-157.445846,45.50066069,-136.8672454,0
23:58:36:006,-20.68900455,-9.541089804,46.29095883,-158.2499919,64.90225256,-123.72918,0
23:58:36:258,-44.24655196,-52.90528014,-38.38730001,-160.3101604,64.84703767,-111.6169456,0
23:58:36:511,-9.238838938,-141.3392686,-37.82413473,-155.1116792,61.65692849,-131.2875625,0
23:58:36:764,26.256183,-48.3144788,-49.61961779,-150.3906264,68.36588769,-122.0697773,0
23:58:37:015,-15.92806137,99.97310516,8.916562857,-155.0603674,63.45728949,-116.2143939,0
23:58:37:268,-5.327914557,0.742053926,14.72396726,-150.9310732,69.1385265,-132.0766081,0
23:58:37:520,-6.483577581,-23.84661062,21.8432578,-152.0124373,67.96312665,-121.2480872,0
23:58:37:772,-5.651981534,106.8338976,145.8073212,-156.7863598,54.87998242,-130.9387758,0
23:58:38:025,85.05599135,29.35357929,-8.346530706,-157.1795873,63.76104815,-142.8110296,0
23:58:38:276,76.79729042,-19.45655927,-108.2012612,-170.1860565,88.66005225,-134.8476164,0
23:58:38:529,1.372189501,6.549423521,80.7488681,-164.5057583,78.3752224,-136.5701657,0
23:58:38:782,12.88613924,30.15221052,48.71009815,-158.9839155,51.65184979,-126.8121368,0
23:58:39:035,-8.534881337,80.59813965,2.151339839,-165.1811899,62.42432206,-122.8012884,0
23:58:39:286,-28.74775588,-26.7714736,51.97934687,-155.4142019,64.70673679,-127.9214159,0
23:58:39:539,-28.41472963,-29.40806687,-37.63063076,-153.3805724,69.35148849,-125.8147577,0
23:58:39:792,-34.25049998,39.67049016,-116.5874498,-152.6979121,100.8791917,-136.8872134,0
23:58:40:043,39.43098272,-1.910417473,-63.16126078,-151.829754,80.57988004,-133.3983244,0
23:58:40:296,25.3616261,11.16099447,27.88843918,-159.6226829,44.89876133,-124.7658801,0
23:58:40:548,-11.54939622,-30.31730548,-46.86140549,-157.4332843,61.03204239,-136.0086947,0
23:58:40:800,67.25493238,-17.24755821,-121.8756121,-140.3917713,69.63942191,-127.3056927,0
23:58:41:053,-4.675922052,53.47388992,8.018390897,-133.6526628,59.77367817,-118.8464788,0
23:58:41:305,-84.18577565,-33.24636153,109.7716821,-149.4554408,61.07083793,-120.1664235,0
23:58:41:557,-2.666383171,-42.87217814,50.00004759,-152.586757,54.63260512,-113.1295233,0
23:58:41:810,30.49881821,52.51921495,26.05024969,-151.6436586,50.1815415,-116.4894838,0
23:58:42:062,43.371722,9.130768376,72.21075519,-154.4942285,75.42787093,-122.1007188,0
23:58:42:314,25.65688734,-44.00195004,-37.8432803,-147.5332496,84.6183934,-125.6933175,0
23:58:42:567,-48.63639829,26.7506971,-52.14358238,-151.4172317,49.76792102,-122.710658,0
23:58:42:819,-41.64782662,6.436199012,77.38715217,-148.8318575,48.96612195,-119.0536338,0
23:58:43:071,26.9427398,-96.89817908,48.36697938,-143.3775345,64.8356095,-116.5450239,0
23:58:43:324,-11.0844618,-51.22569692,27.59925994,-162.2383744,47.42257636,-108.2302061,0
23:58:43:576,-39.48040078,19.33147616,-77.09116078,-171.2142644,67.05677845,-101.482954,0
23:58:43:827,78.9172482,-4.326935301,-144.0587169,-159.273075,86.44270438,-93.93141949,0
23:58:44:081,19.11962438,-11.80347829,27.11601802,-154.2276577,74.34371823,-127.4470865,0
23:58:44:333,-72.36510834,29.58498113,52.47459921,-154.4811993,87.80611329,-146.6802547,0
23:58:44:585,15.72142194,40.00806478,33.08867592,-154.3247707,73.60032485,-114.7157606,0
23:58:44:838,-26.95504462,-35.01727174,41.9477552,-146.6335501,57.48451475,-131.4638816,0
23:58:45:121,-25.71810898,-81.05780726,-19.02310538,-147.4613385,75.79379598,-142.6156664,0
23:58:45:342,37.73946813,-68.59490428,13.31016907,-170.3170842,62.31367682,-118.7680436,0
23:58:45:594,-18.47647484,-5.049043059,98.81534844,-166.4800402,58.71616145,-129.4904682,0
23:58:45:848,12.75411186,71.67477375,168.9683761,-160.4332426,77.03674124,-143.9684375,0
23:58:46:099,21.86383607,-6.27583399,43.92073624,-175.5653239,73.48023918,-136.0956707,0
23:58:46:351,-55.63969027,-69.15626359,-37.35016878,-155.3454436,51.44382093,-124.3347582,0
23:58:46:604,-5.039058685,-3.120046609,111.7312541,-139.5182571,36.8301103,-125.5054089,0
23:58:46:856,15.04569014,32.59283329,83.43363075,-155.3710937,60.60399989,-131.8227006,0
23:58:47:107,-65.16405585,47.92475814,48.94290275,-161.5932381,75.83063651,-134.105671,0
23:58:47:360,-27.6032798,36.31974199,57.18037669,-158.6981735,75.0141749,-125.3303221,0
23:58:47:612,7.111152906,-0.940763767,-9.71863272,-146.8991734,76.62666511,-113.3043684,0
23:58:47:864,12.68478084,-27.99869547,21.01297376,-152.3266194,52.86101427,-112.3731427,0
23:58:48:117,47.65482872,-42.27860135,-4.239888746,-172.8512247,44.45690624,-117.5418076,0
23:58:48:369,-40.19081233,-20.56405969,2.908950777,-159.6488249,56.75217743,-124.7073444,0
23:58:48:621,-67.91031087,23.33007753,70.61146899,-154.7199202,65.22623029,-116.4723379,0
23:58:48:874,22.6985769,78.58655377,-28.20915469,-172.6301375,74.59546571,-125.0567016,0
23:58:49:126,30.10830159,56.92155184,-95.50799929,-168.9185932,46.18886722,-141.5767203,0
23:58:49:378,44.99360787,-11.731442,-0.463978856,-160.6506572,30.76683202,-123.1233205,0
23:58:49:631,67.59553237,-18.80875594,63.16998614,-152.9431239,59.00811475,-117.7430319,0
23:58:49:884,38.2612305,-7.360974339,62.33799948,-149.8884355,55.65778348,-118.4468536,0
23:58:50:135,71.23639189,24.7857164,55.73191551,-165.229447,64.32844244,-105.4651414,0
23:58:50:387,50.95619215,-39.74178538,58.72680689,-165.4532312,88.3173247,-102.2951071,0
23:58:50:641,-64.6417686,-124.5075287,40.6078606,-149.2612727,89.28792022,-113.7141542,0
23:58:50:893,-53.07648374,-18.47516636,-23.33706215,-157.3269929,93.38790427,-134.7848585,0
23:58:51:145,-4.284564023,16.97140684,8.479839106,-162.1978546,73.86283325,-143.2555826,0
23:58:51:397,-60.51158176,-27.90452517,-31.40411248,-148.8432664,62.12654256,-144.8084203,0
23:58:51:650,-88.2485691,37.77010654,-118.4033128,-153.5157476,59.75471798,-135.573123,0
23:58:51:902,-46.62786076,47.18737387,25.30328787,-161.2072785,49.57007717,-109.0226192,0
23:58:52:154,-4.239728425,9.721940754,56.9666528,-171.1614859,77.25305698,-102.8890803,0
23:58:52:406,22.50727282,15.63992527,-32.1799394,-164.3284578,78.07318882,-118.2687183,0
23:58:52:659,-6.510433486,-13.90484666,15.13701387,-147.558024,53.83269634,-109.9799937,0
23:58:52:910,-47.16601847,-14.99113577,68.76392833,-158.4019908,74.43247983,-107.875301,0
23:58:53:163,-1.90901696,5.178694029,25.03929436,-144.3190445,73.23723269,-125.3785152,0
23:58:53:415,-5.541087886,-79.28478129,-62.12554327,-149.153891,50.72965158,-107.658284,0
23:58:53:668,-73.1935602,-50.21176973,-28.81501011,-178.3705751,61.97698616,-109.9360469,0
23:58:53:920,-15.10302103,61.92797098,1.326458331,-154.4869671,68.73281103,-124.2473034,0
23:58:54:173,56.07110571,-17.40969353,9.535955989,-154.0173573,68.69536724,-115.6467155,0
23:58:54:425,-5.612072276,-37.19927132,71.80313535,-161.9875643,69.31234022,-137.7619336,0
23:58:54:677,-56.08794659,0.796901043,44.13866814,-132.6341742,68.7777579,-132.0404858,0
23:58:54:929,-7.82089316,-16.86952316,10.67015187,-146.4658831,78.2057224,-105.8554493,0
23:58:55:182,48.19808176,41.88891155,-6.194969421,-170.9216284,72.96477699,-107.6619414,0
23:58:55:434,40.07663964,29.15582939,11.3046378,-161.7948953,75.13451442,-112.7250683,0
23:58:55:686,-39.04191378,-13.10099594,43.65794154,-158.6260871,79.18655961,-122.0367335,0
23:58:55:939,-79.86013479,-26.03845144,45.74087401,-156.8439302,59.5990715,-101.6403708,0
23:58:56:190,-55.07437179,-53.85920821,116.0345814,-152.5965062,58.52734108,-102.2152107,0
23:58:56:444,-68.75998635,-36.90474883,68.62361055,-150.2772882,58.85404987,-135.379119,0
23:58:56:696,-31.71641116,2.291937054,-40.4340777,-150.404649,61.65442663,-119.2078021,0
23:58:56:948,-3.774967544,40.37970715,-18.74696643,-161.3002908,75.37203816,-113.5521566,0
23:58:57:200,-48.82267804,-0.549615139,15.57908304,-160.8867998,54.11940584,-128.3781178,0
23:58:57:453,29.60055782,-46.41056348,41.82976784,-159.6185682,59.30337435,-124.9013392,0
23:58:57:705,15.83555991,-27.93491949,35.96662228,-173.5450617,90.09019554,-125.3979855,0
23:58:57:957,-114.2714231,2.391741335,-8.045482557,-174.4786266,67.33949551,-128.3923536,0
23:58:58:210,-14.4146631,0.602604329,22.75833653,-159.2126449,55.14444873,-132.5847549,0
23:58:58:462,27.08528015,-24.43995687,117.0329408,-149.6626052,78.12220544,-119.2566473,0
23:58:58:715,-67.92810936,14.81427194,101.486565,-166.4567888,77.18048243,-110.1746241,0
23:58:58:967,25.06558764,-43.8594624,76.5841105,-176.9688812,49.47480126,-110.0971078,0
23:58:59:219,68.630083,-86.13852901,118.0243625,-165.6201543,48.54141986,-108.2109572,0
23:58:59:471,-4.492593846,22.62804243,40.82378015,-171.8784969,81.85985178,-132.0963745,0
23:58:59:724,18.38010487,-8.259003105,-13.99459164,-165.8178347,80.7237317,-133.3731826,0
23:58:59:976,4.958512889,-19.11782984,-58.93253394,-144.8361291,73.84404355,-114.619032,0
23:59:00:229,0.302104551,92.39206535,-48.4267687,-157.4876146,79.40084525,-115.6734928,0
23:59:00:482,35.03383783,113.6221184,95.64518652,-167.1199247,65.91952809,-116.303027,0
23:59:00:733,-26.3870338,67.65881971,45.82366354,-148.3589811,63.20934999,-120.5256178,0
23:59:00:986,29.09572705,-7.984063718,31.37516188,-151.9302518,53.81291133,-124.0725736,0
23:59:01:237,86.25126541,-12.56695601,60.3008839,-165.2461336,63.02469974,-130.4872157,0
23:59:01:490,-30.28822804,24.16348715,-5.564565686,-142.0280106,86.23768354,-127.2232861,0
23:59:01:743,-4.595648212,29.65226984,120.5829985,-128.0561276,66.94651871,-107.578589,0
23:59:01:995,43.73691836,52.00798822,99.1895585,-152.8173522,61.11162784,-125.9287079,0
23:59:02:247,21.17461775,-32.930355,37.41273276,-175.1247711,57.51668378,-139.7630378,0
23:59:02:500,34.37518296,-56.01842655,116.9951324,-167.2042559,48.06283687,-117.8874072,0
23:59:02:752,-50.22823047,60.82463807,-43.91972048,-144.2355605,60.94791147,-125.1224074,0
23:59:03:005,-17.93551208,4.945266339,-57.42691879,-150.3510817,57.28440119,-125.7372959,0
23:59:03:256,71.20777611,-34.29204464,15.73399297,-167.3522395,62.72817207,-108.774326,0
23:59:03:509,-1.206878785,10.12177833,-129.2874859,-159.4393521,62.97458566,-106.9031346,0
23:59:03:761,-32.46379829,-59.13605219,-51.85878568,-159.2235215,56.61466561,-101.16252,0
23:59:04:014,-50.58015292,-57.90224218,40.77274062,-169.9236653,82.08297086,-116.5345999,0
23:59:04:266,-7.685088443,-46.89955631,0.842895655,-166.8092815,71.00931172,-124.9041925,0
23:59:04:519,43.84158397,-42.65842065,82.83960374,-159.8361066,45.5387747,-120.5782236,0
23:59:04:771,-82.93206795,17.07114265,-0.668812772,-169.9280482,57.8692626,-131.5692547,0
23:59:05:023,-70.25727116,0.967203989,-146.6264545,-176.0346344,60.52792954,-116.7957749,0
23:59:05:275,83.29342809,32.98881121,-56.65844586,-148.345983,59.09817556,-119.4905229,0
23:59:05:528,80.45352154,62.00853302,-6.518721444,-135.5863029,61.64707262,-122.7515535,0
23:59:05:780,54.80414201,50.77427254,-44.68283105,-151.61696,68.85333253,-103.5384867,0
23:59:06:032,87.8399108,93.20183688,25.35546959,-149.7633481,74.54936496,-132.8092351,0
23:59:06:285,61.48907344,76.3947918,4.20698867,-155.2999542,51.43544909,-138.9382627,0
23:59:06:537,-26.8824736,-2.057592349,-143.9929569,-181.2508093,62.40491153,-113.9710224,0
23:59:06:789,-57.17084794,12.896609,-58.32331812,-172.6441497,83.9320878,-113.5953511,0
23:59:07:042,38.45410621,110.3223752,0.913195778,-146.8663391,57.88605903,-109.8029678,0
23:59:07:294,59.65789668,13.32372245,-173.0998656,-157.2191405,58.05781999,-118.6873873,0
23:59:07:546,-23.97703279,-74.89351025,-153.8919821,-164.3734876,69.02855806,-125.6816434,0
23:59:07:798,8.152487002,4.89796134,-41.70792521,-153.9677606,71.75484197,-130.986737,0
23:59:08:051,22.77169126,-37.37032054,-39.46080755,-159.9866519,84.54536429,-125.4376841,0
23:59:08:302,-45.61284518,-22.16777401,-92.16485819,-161.8159922,74.56593575,-101.2570576,0
23:59:08:555,-12.4289279,-20.67624865,-81.97725041,-166.3833442,60.89111992,-115.0672025,0
23:59:08:808,61.07629682,-116.7060954,36.95460773,-172.6120584,58.51802485,-124.1421131,0
23:59:09:060,46.74481854,-28.39443601,-25.56319942,-146.2900664,63.51666734,-120.1808905,0
23:59:09:312,29.87836883,1.416314422,-117.6820649,-141.45669,60.81779795,-132.816926,0
23:59:09:565,101.8983889,-55.58135276,-103.0877258,-160.7277435,65.71459801,-129.4327424,0
23:59:09:817,79.89464085,-10.70729562,-119.0616729,-151.8452197,84.33372127,-135.9999503,0
23:59:10:069,4.599698484,-11.27839488,-117.2342722,-153.6478577,63.16058456,-135.2754239,0
23:59:10:321,54.40093756,-71.51615276,-154.6891415,-166.3524838,53.10616074,-102.3736551,0
23:59:10:574,35.61398298,-91.39345058,-68.89789224,-164.4843292,73.78466252,-102.1268268,0
23:59:10:827,-6.463165911,0.934197614,0.549122136,-157.4041731,63.47754245,-130.4118327,0
23:59:11:079,47.25878256,41.86506134,-140.3679177,-155.6325745,44.36920335,-130.7959905,0
23:59:11:331,74.16421304,-67.66091348,-171.0535165,-157.4596197,45.75396399,-111.3705992,0
23:59:11:584,73.10171788,-93.78203638,-184.0164592,-136.6437859,58.85702929,-113.0053079,0
23:59:11:836,54.07797595,-68.34102388,-265.9253056,-138.3978624,64.27247125,-125.1154884,0
23:59:12:088,30.52438269,-60.70261832,-254.3964185,-164.1170763,75.26114777,-114.4107288,0
23:59:12:340,-0.704662527,-4.560983654,-136.3929739,-150.4710085,84.08914666,-115.0226032,0
