time,ax,ay,az,gx,gy,gz,sw420
23:58:03:034,²ax,ay,az,gx,gy,gz,sw420
00:17:54:198,-396,-236,15088,-162,-366,-66,0
00:17:54:451,4600,256,14684,-598,2400,-142,1
00:17:54:700,88,-548,15648,-222,64,-137,1
00:17:54:952,188,532,13580,-67,210,-104,1
00:17:55:209,5184,-1004,15932,-221,1130,-52,0
00:17:55:460,-432,-140,15528,-52,-216,-109,1
00:17:55:711,-280,-308,15032,-184,79,-109,0
00:17:55:964,-324,-312,14960,-137,83,-119,0
00:17:56:216,1148,-476,14276,-522,298,-93,0
00:17:56:472,12640,-1116,13476,-253,4277,-316,1
00:17:56:724,1288,-1212,17000,-1503,728,-173,0
00:17:56:979,-2136,-1516,12644,-1049,-160,-107,0
00:17:57:228,1016,-232,8188,-1475,-3509,-1207,1
00:17:57:476,-1672,4012,8556,-37,416,-122,0
00:17:57:731,4400,-1768,22412,-327,1537,-88,1
00:17:57:982,-4,-3164,11204,-1392,-644,-232,1
00:17:58:235,-176,-1212,21512,-517,899,-210,0
00:17:58:487,2080,1356,18116,-192,1897,-146,1
00:17:58:734,-4036,52,-856,551,2958,16,1
00:17:58:991,5192,1760,15332,-137,3383,-91,1
00:17:59:243,-5552,-248,26032,148,-668,-10,0
00:17:59:495,-4624,88,7108,-1798,1450,-410,1
00:17:59:751,-12080,5360,1920,-122,-7730,-546,1
00:18:00:001,2568,1196,11104,-1649,-841,-84,0
00:18:00:253,-392,-964,14824,-632,-353,-150,0
00:18:00:504,-1216,-612,16684,159,910,-37,0
00:18:00:757,1632,-784,15100,-302,679,-129,1
00:18:01:008,-316,-460,15804,-51,-38,-152,0
00:18:01:259,-332,-568,15128,-79,122,-70,0
00:18:01:512,2840,428,10720,1560,1160,-3,0
00:18:01:765,-108,404,15580,-164,198,-119,0
00:18:02:012,580,220,12920,811,767,6,1
00:18:02:269,-392,-224,14628,4,-226,-102,0
00:18:02:529,-13996,-3032,-7004,-2358,-8224,-937,1
00:18:02:774,552,392,14568,-456,1511,-214,0
00:18:03:027,-36,-912,16744,-186,-181,-52,0
00:18:03:277,-724,-996,15056,473,43,-69,0
00:18:03:530,960,340,11504,-363,963,-201,0
00:18:03:784,616,-1928,11440,486,808,-159,0
00:18:04:037,1852,252,13836,-285,2463,-197,1
00:18:04:289,1660,-560,21960,221,-175,-96,0
00:18:04:543,2076,-1612,12472,-1722,1378,21,1
00:18:04:794,6428,-780,21464,577,4676,-143,0
00:18:05:049,-1368,4320,11072,-939,-833,-174,0
00:18:05:297,3304,808,18564,889,-180,-35,1
00:18:05:552,-348,-1016,10616,136,1178,-120,0
00:18:05:806,-4828,-1588,13516,846,1930,-150,1
00:18:06:056,-4344,5548,252,328,-7753,-616,1
00:18:06:309,-996,-1376,11504,278,-1576,-47,0
00:18:06:559,-348,376,14068,-204,240,-124,0
00:18:06:814,-344,-600,14668,-223,-125,-152,0
00:18:07:063,-172,-204,15224,-181,94,-93,0
00:18:07:317,-264,-280,15036,-142,53,-132,0
00:18:07:568,-252,-448,14996,-151,53,-88,0
00:18:07:821,-220,-344,15016,-144,62,-101,0
00:18:08:073,-216,-364,14956,-175,49,-109,1
00:18:08:326,-332,-308,14964,-160,45,-114,0
00:18:08:578,-304,-340,14960,-147,61,-126,0
00:18:08:830,-208,-360,15076,-153,43,-108,0
00:18:09:082,-260,-360,15020,-158,63,-96,0
00:18:09:334,-164,-276,15072,-146,80,-89,0
00:18:09:587,-312,-408,14844,-159,55,-131,0
00:18:09:840,-400,-408,15168,-166,88,-105,0
00:18:10:092,-164,-428,14984,-160,84,-124,0
00:18:10:345,-400,-348,15012,-165,72,-109,0
00:18:10:597,-152,-360,14880,-148,50,-111,0
00:18:10:849,-384,-364,14988,-163,69,-124,0
00:18:11:101,-272,-296,15016,-154,88,-107,0
00:18:11:354,-312,-340,14772,-141,72,-130,0
00:18:11:606,-292,-364,14944,-161,65,-123,0
00:18:11:858,-260,-376,15012,-164,66,-125,0
00:18:12:109,-280,-308,15140,-155,42,-90,0
00:18:12:363,-196,-404,14916,-146,81,-129,0
00:18:12:615,-304,-364,14976,-156,52,-109,0
00:18:12:867,-272,-428,15220,-165,58,-127,0
00:18:13:120,-164,-320,14892,-142,41,-115,0
00:18:13:371,-268,-372,14936,-172,71,-94,0
00:18:13:624,264,-448,15056,-164,70,-112,0
00:18:13:877,-260,-448,15040,-170,55,-129,0
00:18:14:129,-340,-300,15036,-160,82,-136,0
00:18:14:382,284,-324,15072,-175,47,-127,0
00:18:14:634,-224,-360,14888,-146,75,-118,0
00:18:14:885,-248,-372,15044,-139,56,-99,0
00:18:15:139,-296,-380,15052,-161,55,-106,0
00:18:15:391,-268,-376,14876,-119,74,-138,0
00:18:15:644,-308,-364,14948,-151,77,-133,0
00:18:15:896,-328,-364,14984,-156,72,-125,0
00:18:16:148,-168,-368,15024,-148,65,-119,0
00:18:16:400,-280,-376,14992,-173,59,-120,0
00:18:16:653,-256,-368,14924,-152,58,-140,0
00:18:16:904,-252,-440,14904,-147,49,-95,0
00:18:17:158,-264,-352,14924,-134,87,-136,0
00:18:17:410,-308,-368,15072,-172,63,-124,0
00:18:17:663,-204,-496,14996,-140,92,-102,0
00:18:17:913,-244,-360,15056,-155,61,-95,0
00:18:18:167,-260,-392,15048,-163,82,-108,0
00:18:18:419,-216,-292,15048,-143,96,-114,0
00:18:18:671,-260,-292,15080,-151,50,-135,0
00:18:18:924,-380,-416,15108,-159,78,-117,0
00:18:19:176,-300,-360,14920,-154,82,-123,0
00:18:19:428,-324,-304,14972,-158,54,-115,0
00:18:19:681,-248,-296,14964,-150,66,-120,0
00:18:19:933,-260,-312,14976,-158,81,-113,0
00:18:20:185,-284,-392,15112,-155,75,-132,0
00:18:20:438,-152,-356,15180,-161,88,-113,0
00:18:20:690,-264,-332,15032,-171,76,-120,0
00:18:20:942,-256,-368,14964,-142,64,-112,0
00:18:21:195,-288,-428,14800,-137,61,-122,0
00:18:21:447,-272,-332,15076,-142,67,-101,0
00:18:21:699,-240,-428,15004,-138,46,-112,0
00:18:21:952,-280,-380,15072,-157,74,-131,0
00:18:22:204,-228,-428,15024,-150,66,-123,0
00:18:22:454,-1656,300,13460,82,369,-57,0
00:18:22:708,2260,-828,20920,127,778,-96,0
00:18:22:962,1604,988,14580,-962,1337,-205,1
00:18:23:209,32,36,12168,146,-180,-11,0
00:18:23:466,-1804,520,11296,557,3806,-58,1
00:18:23:720,-100,-2772,14440,641,-1587,-45,1
00:18:23:974,-4020,-404,13396,-173,-1293,-108,0
00:18:24:221,144,3108,14208,29,1036,-148,0
00:18:24:473,-24,-4,14028,-312,499,-152,0
00:18:24:731,-3608,-1232,26884,-966,4322,-311,1
00:18:24:978,-896,8,12648,-849,-314,-163,0
00:18:25:234,2292,-272,13692,-150,1289,-155,0
00:18:25:482,3580,128,12680,14,802,-156,0
00:18:25:737,1456,-1012,16476,410,775,-57,0
00:18:25:988,1048,-828,13740,204,542,-99,0
00:18:26:238,928,-252,14116,51,426,-98,0
00:18:26:493,476,-396,18840,418,-471,-117,0
00:18:26:745,-268,-1344,17888,5,-298,-80,1
00:18:26:999,-3752,-632,11616,241,-252,-85,0
00:18:27:250,1560,320,15144,-143,275,-137,0
00:18:27:505,3648,-1472,13084,-972,260,-185,1
00:18:27:756,2952,-1492,17996,534,691,-110,0
00:18:28:006,-356,-32,15640,-118,202,-97,0
00:18:28:260,1220,640,13328,-266,568,-135,0
00:18:28:514,3980,-1908,17940,2124,1851,133,1
00:18:28:763,676,576,16752,-215,690,-111,0
00:18:29:014,12,432,12788,-592,13,-115,0
00:18:29:271,1832,-444,12732,-295,2964,-229,1
00:18:29:522,-1304,-1084,17392,-54,728,-71,0
00:18:29:774,1432,-24,17288,-252,194,-101,0
00:18:30:026,1776,356,13752,-309,237,-169,0
00:18:30:281,-1892,-428,16456,-163,-630,-167,0
00:18:30:532,556,-860,14192,-498,-208,-164,1
00:18:30:786,-1652,-596,14192,-619,-818,-152,0
00:18:31:036,-68,-532,12960,-758,-488,-173,0
00:18:31:289,-1308,224,13752,-460,143,-168,1
00:18:31:540,-256,-456,15112,-238,36,-139,0
00:18:31:792,-240,-228,15268,-140,93,-111,0
00:18:32:045,-212,-324,15200,-150,44,-125,0
00:18:32:297,-328,-420,14988,-150,60,-110,0
00:18:32:549,-252,-448,15084,-137,63,-105,0
00:18:32:802,-200,-368,15008,-143,55,-105,0
00:18:33:054,-236,-384,14932,-154,69,-105,0
00:18:33:306,-228,-344,14900,-166,51,-122,0
00:18:33:559,-296,-360,15012,-168,50,-107,0
00:18:33:811,-196,-384,15104,-183,43,-128,0
00:18:34:063,-288,-368,15008,-142,77,-135,0
00:18:34:316,-212,-388,14944,-148,59,-120,0
00:18:34:568,-260,-332,14932,-160,86,-107,0
00:18:34:820,-280,-248,15084,-166,67,-136,0
00:18:35:073,-260,-392,15028,-179,59,-113,0
00:18:35:325,-288,-328,15104,-152,70,-122,0
00:18:35:577,-360,-320,15036,-149,77,-138,0
00:18:35:830,-372,-340,14992,-148,64,-109,0
00:18:36:082,-316,-380,14900,-154,44,-114,0
00:18:36:334,-236,-344,14968,-167,48,-100,0
00:18:36:587,-188,-284,14896,-165,86,-114,0
00:18:36:839,-300,-316,14976,-163,61,-106,0
00:18:37:092,-212,-404,15136,-157,68,-121,0
00:18:37:344,-240,-456,15000,-160,66,-138,0
00:18:37:596,-220,-364,15000,-157,69,-134,0
00:18:37:849,-324,-364,15112,-156,76,-134,0
00:18:38:101,-192,-348,15116,-156,55,-113,0
00:18:38:353,-284,-400,15056,-168,70,-116,0
00:18:38:606,-268,-296,14992,-173,52,-101,0
00:18:38:858,-308,-452,15012,-169,76,-113,0
00:18:39:110,-308,-328,14940,-142,74,-109,0
00:18:39:363,-296,-452,14932,-165,73,-107,0
00:18:39:615,-232,-416,15016,-149,73,-116,0
00:18:39:867,-176,-368,14940,-178,74,-102,0
00:18:40:120,-204,-356,14948,-163,77,-118,0
00:18:40:371,-412,-380,15024,-123,43,-110,0
00:18:40:622,-304,-280,15016,-156,82,-99,0
00:18:40:876,-244,-304,14888,-166,49,-136,0
00:18:41:129,-304,-440,14972,-173,69,-114,0
00:18:41:380,-224,-300,15012,-138,62,-139,0
00:18:41:632,-276,-256,14892,-158,90,-110,0
00:18:41:885,-312,-328,15028,-162,69,-127,0
00:18:42:137,-264,-380,15044,-163,67,-106,0
00:18:42:389,-108,-296,15024,-161,57,-154,0
00:18:42:642,-212,-328,14940,-173,67,-131,0
00:18:42:895,784,284,11860,-1032,1114,-244,1
00:18:43:147,2064,-1740,19576,147,264,-104,1
00:18:43:402,-5436,332,14612,-974,-3222,-117,1
00:18:43:650,2548,296,15348,316,1266,-42,0
00:18:43:903,-480,664,13304,-306,183,-129,0
00:18:44:156,-136,388,14100,-305,341,-120,0
00:18:44:407,280,64,12788,-318,-125,-107,0
00:18:44:661,-1144,364,11676,-442,601,-132,1
00:18:44:916,-2764,1712,7196,-1595,-3239,-255,1
00:18:45:164,-1008,580,15780,141,163,-190,0
00:18:45:420,-2256,-160,17184,-393,-241,-120,0
00:18:45:671,-2012,-2960,19068,-83,231,-118,0
00:18:45:921,-312,-2328,22932,636,678,-59,0
00:18:46:175,-52,-432,15448,-171,-186,-133,0
00:18:46:428,-196,-1868,20512,-778,284,-180,0
00:18:46:678,-800,-2760,18620,651,1422,44,0
00:18:46:929,1416,224,13428,201,547,-159,0
00:18:47:186,-788,-1380,15716,-389,-151,-146,0
00:18:47:437,-1584,-1228,16724,155,-209,-16,0
00:18:47:690,6448,-232,16628,-667,2609,-168,0
00:18:47:945,-2120,-1352,13824,-718,-1694,-131,0
00:18:48:193,-960,-600,15276,-10,-587,-108,0
00:18:48:447,-3696,-2568,10668,-273,-725,-94,0
00:18:48:697,-2000,92,11940,-554,184,-156,1
00:18:48:950,-856,2104,8432,-498,-239,-111,1
00:18:49:198,-4,524,11896,-147,90,-186,0
00:18:49:455,-1656,676,13720,-138,359,-130,0
00:18:49:704,-752,84,14112,-405,43,-166,0
00:18:49:958,-292,-428,14992,-253,24,-126,0
00:18:50:209,496,-148,14176,-112,35,-96,0
00:18:50:466,-1472,1212,10820,-113,-715,-105,1
00:18:50:715,-264,232,15344,-239,169,-120,0
00:18:50:970,-936,-640,14396,-317,-701,-158,0
00:18:51:222,-500,-424,14612,-244,-946,-125,0
00:18:51:473,-332,-428,16340,-76,-376,-137,0
00:18:51:729,-1824,-1044,16208,-226,-228,-167,0
00:18:51:978,-984,-1856,15728,782,-809,-68,0
00:18:52:228,-1368,1164,9704,153,543,-99,1
00:18:52:484,-2256,116,12464,-487,-132,-144,1
00:18:52:736,-464,1852,12288,-464,-183,-139,1
00:18:52:990,-1836,2884,7504,-1822,-1985,-260,0
00:18:53:239,792,-604,17684,-251,131,-111,0
00:18:53:492,-512,-604,15348,-329,-45,-172,1
00:18:53:742,-288,-432,15052,-97,114,-91,1
00:18:53:997,-908,-748,16528,-103,-35,-131,0
00:18:54:250,-9864,-5340,21672,358,648,-166,1
00:18:54:498,640,364,14780,250,1299,-57,0
00:18:54:756,348,-2468,11044,-580,-1293,-198,1
00:18:55:005,-1088,844,11340,251,-684,-69,0
00:18:55:257,280,-684,14808,-618,-16,-147,0
00:18:55:512,-4692,1628,10752,-162,-719,-89,0
00:18:55:765,-1204,-220,15664,-565,-636,-100,0
00:18:56:017,-2092,916,9780,-1157,-1056,-164,1
00:18:56:265,520,-812,17288,-308,-9,-105,0
00:18:56:521,-684,-504,15624,-253,-192,-146,0
00:18:56:771,580,-588,11340,-367,141,-185,0
00:18:57:024,956,-1884,21464,159,-942,-89,1
00:18:57:279,-4508,-3392,20884,190,-1333,-42,1
00:18:57:530,4832,-1060,19996,105,2133,-115,0
00:18:57:783,-1204,896,15916,-270,-274,-123,1
00:18:58:033,1460,792,12216,-322,225,-103,1
00:18:58:286,1008,1212,13364,-751,775,-177,1
00:18:58:537,-580,164,11536,-160,-125,-97,1
00:18:58:788,-7136,876,16664,-6,521,-77,0
00:18:59:045,-992,-1048,19636,-936,-743,-170,1
00:18:59:294,-592,-1008,16000,-68,-59,-96,0
00:18:59:548,-1140,1948,11060,670,890,-134,1
00:18:59:798,148,-2136,16088,158,188,-89,0
00:19:00:050,464,-920,14620,-20,361,-103,1
00:19:00:306,-1564,-232,14180,-142,627,-125,1
00:19:00:554,924,-2904,21584,1918,82,-8,0
00:19:00:808,1132,-792,16152,-455,18,-108,1
00:19:01:061,56,-200,10328,-707,-199,-130,0
00:19:01:314,1420,528,11408,-695,-296,-127,0
00:19:01:563,-4172,512,16524,97,250,-92,0
00:19:01:817,380,-1196,20624,150,208,-93,0
00:19:02:071,-3452,-1424,18144,160,598,-87,0
00:19:02:321,-1188,372,13988,149,402,-86,1
00:19:02:575,-232,16,20500,-252,2149,-101,1
00:19:02:828,1668,-1376,19264,251,-374,-78,0
00:19:03:079,-640,-504,14644,-50,261,-103,0
00:19:03:334,2584,-1096,15572,427,1453,-103,0
00:19:03:584,-980,-4192,24872,372,463,-71,1
00:19:03:839,-1224,-240,18112,-276,-752,-123,0
00:19:04:086,452,676,13184,139,829,-52,1
00:19:04:341,-688,-336,16960,48,-471,-107,1
00:19:04:594,1920,580,17720,-336,-127,-244,1
00:19:04:844,-680,-380,14412,274,27,-36,0
00:19:05:098,-940,916,14624,-492,368,-134,0
00:19:05:352,544,1212,12400,-1314,2225,-266,0
00:19:05:602,3260,412,13212,19,1107,-151,1
00:19:05:858,-876,-1840,20344,-237,-310,-175,0
00:19:06:109,-1284,120,12044,-802,-871,-169,0
00:19:06:361,-324,-412,15212,-142,-59,-100,1
00:19:06:612,-448,748,11460,-471,-69,-108,1
00:19:06:863,232,-2664,21788,572,602,-54,1
00:19:07:115,-960,96,9864,-297,-36,-164,0
00:19:07:371,-2280,-620,16668,-28,-528,-100,0
00:19:07:623,2100,-1044,11696,-130,733,-124,1
00:19:07:875,-1608,272,21048,-589,264,-181,0
00:19:08:128,-2136,1472,12804,-149,-25,-116,0
00:19:08:380,-2244,-1860,9180,-128,1685,-77,1
00:19:08:634,1676,1188,10840,-1457,-170,-188,0
00:19:08:885,2104,496,10172,-757,-1580,-143,0
00:19:09:135,1736,672,15256,146,1267,-134,1
00:19:09:388,-556,756,10460,144,-322,-124,0
00:19:09:640,-468,-168,14416,-156,40,-121,0
00:19:09:892,-240,-448,13708,-206,145,-94,0
00:19:10:146,1708,-5056,26756,1229,763,-71,0
00:19:10:400,-1716,2716,6908,-839,-2555,-145,0
00:19:10:650,-1628,-1108,17628,191,70,-87,0
00:19:10:904,2316,1892,17092,-441,1481,-207,0
00:19:11:157,-320,2096,12884,-1186,-700,-131,1
00:19:11:407,1128,-176,15268,-161,509,-124,0
00:19:11:658,-388,-252,12412,-547,413,-12,1
00:19:11:910,992,-2236,16172,76,222,-118,0
00:19:12:162,824,-1208,20648,-19,124,-83,0
00:19:12:416,-188,-444,15128,-189,200,-118,0
00:19:12:667,-240,-404,14868,-125,6,-115,0
00:19:12:920,-228,-308,14836,-169,71,-121,0
00:19:13:172,-236,-348,14944,-162,68,-145,0
00:19:13:425,-248,-364,14968,-125,71,-117,0
00:19:13:677,-316,-328,14892,-183,64,-118,0
00:19:13:928,-292,-288,14976,-167,72,-96,0
00:19:14:182,-140,-380,15016,-152,63,-131,0
00:19:14:434,-316,-284,14980,-172,64,-110,0
00:19:14:686,-336,-396,15096,-160,61,-112,0
00:19:14:939,-240,-320,14876,-147,62,-115,0
00:19:15:191,-220,-308,15028,-142,66,-108,0
00:19:15:443,-284,-356,15040,-162,69,-116,0
00:19:15:696,-296,-316,14920,-166,85,-122,0
00:19:15:948,-200,-352,14996,-161,81,-124,0
00:19:16:200,-184,-340,15164,-170,78,-109,0
00:19:16:453,-272,-344,14996,-154,75,-109,0
00:19:16:705,-216,-380,15192,-157,68,-139,0
00:19:16:957,-236,-392,14840,-149,91,-107,0
00:19:17:210,-284,-344,14876,-128,65,-101,0
00:19:17:462,-292,-368,14964,-157,68,-130,0
00:19:17:713,-228,-392,14968,-137,94,-94,0
00:19:17:967,-220,-428,14856,-147,73,-104,0
00:19:18:219,-200,-456,14964,-154,67,-112,0
00:19:18:471,-320,-384,15020,-168,71,-110,0
00:19:18:724,-240,-352,15060,-172,65,-104,0
00:19:18:976,-352,-308,14852,-160,76,-123,0
00:19:19:228,-276,-320,15056,-146,93,-120,0
00:19:19:481,-252,-400,14916,-131,73,-118,0
00:19:19:733,-240,-336,15116,-155,70,-138,0
00:19:19:987,-188,-336,15056,-143,103,-116,0
00:19:20:237,-192,-288,14992,-156,46,-130,0
00:19:20:490,-372,-412,15012,-155,56,-124,0
00:19:20:742,-256,-332,14784,-132,53,-135,0
00:19:20:994,-272,-328,15060,-148,60,-141,0
00:19:21:247,-276,-420,14984,-151,71,-128,0
00:19:21:499,-332,-376,14928,-175,64,-100,0
00:19:21:751,-236,-312,15048,-141,89,-110,0
00:19:22:004,-224,-388,15052,-153,43,-129,0
00:19:22:256,-304,-388,15160,-153,66,-123,0
00:19:22:508,-204,-300,15108,-145,66,-125,0
00:19:22:761,-192,-364,14952,-164,68,-134,0
00:19:23:013,-328,-432,14948,-171,61,-124,0
00:19:23:265,-336,-368,15012,-156,42,-132,0
00:19:23:518,-264,-444,15204,-151,71,-107,0
00:19:23:770,-252,-296,15016,-159,44,-109,0
00:19:24:022,-216,-376,14776,-143,65,-117,0
00:19:24:275,-312,-268,15036,-144,45,-119,0
00:19:24:527,-312,-308,14968,-149,73,-122,0
00:19:24:779,-284,-240,14876,-151,60,-116,0
00:19:25:032,-224,-364,14940,-167,67,-100,0
00:19:25:285,-256,-344,15052,-157,66,-121,0
00:19:25:537,-224,-356,14980,-166,68,-128,0
00:19:25:789,-268,-336,14988,-168,61,-122,0
00:19:26:041,-440,-356,15092,-159,82,-114,0
00:19:26:294,-284,-392,14884,-162,65,-108,0
00:19:26:546,-356,-460,15088,-177,70,-130,0
00:19:26:798,-248,-320,14924,-160,83,-123,0
00:19:27:051,-132,-332,15052,-159,55,-111,0
00:19:27:303,-296,-436,15060,-156,86,-109,0
00:19:27:555,-300,-364,14900,-149,44,-132,0
00:19:27:808,-276,-268,15032,-141,65,-142,0
00:19:28:060,-304,-312,15004,-155,55,-109,0
00:19:28:311,-292,-360,14968,-149,66,-97,0
00:19:28:565,-268,-428,14884,-163,35,-135,0
00:19:28:817,-180,-264,14960,-169,73,-105,0
00:19:29:069,-280,-380,15128,-157,68,-113,0
00:19:29:322,-304,-232,15108,-149,71,-113,0
00:19:29:574,-216,-424,15024,-131,74,-117,0
00:19:29:826,-276,-340,14924,-153,55,-101,0
00:19:30:079,-268,-364,15072,-159,81,-119,0
00:19:30:331,-232,-292,15024,-152,74,-135,0
00:19:30:583,-240,-400,15080,-159,86,-122,0
00:19:30:835,-236,-360,14932,-161,70,-97,0
00:19:31:088,-296,-172,14940,-152,60,-109,0
00:19:31:340,-232,-316,14976,-159,61,-119,0
00:19:31:593,-232,-404,15044,-168,40,-138,0
00:19:31:845,-304,-332,15056,-138,61,-116,0
00:19:32:097,-360,-408,14944,-138,73,-106,0
00:19:32:349,-152,-280,15000,-177,57,-135,0
00:19:32:602,-316,-272,15076,-144,58,-118,0
00:19:32:854,-224,-376,14928,-171,77,-121,0
00:19:33:106,-296,-388,14976,-156,49,-132,0
00:19:33:359,-336,-384,15104,-164,72,-121,0
00:19:33:611,-268,-336,14912,-147,58,-132,0
00:19:33:863,-200,-288,15108,-164,67,-112,0
00:19:34:116,-172,-420,14988,-160,67,-109,0
00:19:34:368,-256,-304,15084,-168,48,-120,0
00:19:34:621,-260,-316,15180,-156,61,-117,0
00:19:34:873,-268,-380,14948,-176,60,-111,0
00:19:35:125,-320,-312,14960,-134,69,-135,0
00:19:35:377,-248,-404,14852,-171,64,-104,0
00:19:35:630,-236,-340,14916,-158,99,-119,0
00:19:35:882,-152,-280,14944,-152,65,-114,0
00:19:36:134,-236,-340,15112,-151,46,-115,0
00:19:36:387,-300,-332,15016,-151,53,-112,0
00:19:36:639,-352,-416,15040,-154,60,-145,0
00:19:36:891,-304,-340,15084,-147,56,-125,0
00:19:37:144,-284,-428,15064,-140,62,-134,0
00:19:37:396,-196,-208,14916,-164,66,-133,0
00:19:37:648,-324,-360,14988,-174,61,-114,0
00:19:37:901,280,-352,15012,-163,49,-124,0
00:19:38:153,-260,-420,15008,-147,71,-118,0
00:19:38:405,-256,-452,15104,-140,95,-110,0
00:19:38:658,-196,-308,14972,-156,60,-111,0
00:19:38:910,-232,-336,15004,-158,51,-138,0
00:19:39:161,-296,-332,15020,-157,92,-99,0
00:19:39:415,-344,-404,15076,-134,52,-115,0
00:19:39:667,-336,-280,14964,-141,79,-132,0
00:19:39:919,-256,-376,15020,-180,80,-135,0
00:19:40:172,-248,-328,15112,-171,54,-115,0
00:19:40:424,-240,-432,14868,-158,66,-102,0
00:19:40:677,-360,-392,14984,-169,73,-107,0
00:19:40:928,-264,-288,15168,-148,69,-119,0
00:19:41:181,-268,-468,14884,-132,31,-143,0
00:19:41:433,-244,-396,15076,-159,82,-129,0
00:19:41:686,-248,-408,14988,-162,57,-109,0
00:19:41:937,-328,-384,14980,-174,94,-91,0
00:19:42:190,-308,-288,15016,-160,59,-109,0
00:19:42:442,-232,-280,15060,-172,89,-135,0
00:19:42:695,-220,-288,14892,-170,80,-135,0
00:19:42:947,-264,-340,15048,-146,83,-111,0
00:19:43:199,-256,-376,14968,-155,49,-126,0
00:19:43:452,-304,-384,15056,-152,73,-115,0
00:19:43:703,-276,-352,15040,-125,74,-96,0
00:19:43:958,-228,-288,15076,-133,100,-104,0
00:19:44:209,-316,-456,14884,-145,60,-122,0
00:19:44:461,-192,-400,15108,-158,50,-113,0
00:19:44:713,-272,-316,15036,-161,71,-102,0
00:19:44:966,-336,-316,14924,-160,58,-137,0
00:19:45:218,-328,-372,14936,-168,62,-133,0
00:19:45:470,-288,-428,15172,-135,47,-111,0
00:19:45:723,-236,-440,14928,-159,62,-128,0
00:19:45:975,-680,-560,14116,67,-235,-124,0
00:19:46:228,1856,1084,10196,-127,-575,-95,0
00:19:46:483,-2380,780,7864,-1411,-5793,-149,0
00:19:46:731,152,-276,16512,-336,74,-116,0
00:19:46:985,-404,-340,15860,-213,129,-89,1
00:19:47:240,-680,-316,13640,-1016,-466,-186,0
00:19:47:496,-7660,-1340,-7524,-614,-12463,-228,1
00:19:47:743,1240,112,20528,359,21383,-765,1
00:19:47:995,-476,-440,15816,-162,267,-135,1
00:19:48:245,-492,-416,15100,-67,89,-120,1
00:19:48:500,-300,-260,13804,-152,-43,-115,0
00:19:48:754,-1296,-288,11984,-345,-549,-154,1
00:19:49:005,1064,-1340,24284,1054,-427,40,0
00:19:49:254,480,-596,15904,-130,410,-9,0
00:19:49:508,-452,-324,14372,-24,-27,-123,0
00:19:49:759,292,-100,15920,135,390,-120,0
00:19:50:012,-956,-1168,18856,-3,-51,-64,0
00:19:50:263,252,324,13864,-322,403,-68,0
00:19:50:514,172,-16,15448,96,-352,-66,0
00:19:50:770,392,244,14860,-155,-151,-123,0
00:19:51:023,-16,-1028,16216,-191,885,-115,0
00:19:51:274,416,-784,13648,-138,-60,-110,0
00:19:51:529,1220,1328,12748,-500,1355,-178,0
00:19:51:777,4916,6100,936,-374,4528,24,1
00:19:52:031,420,-428,15044,-131,306,-117,1
00:19:52:283,60,-392,11428,-610,1348,-58,0
00:19:52:537,-364,320,12904,-160,-488,-396,1
00:19:52:790,1196,484,13124,-583,-1163,-257,0
00:19:53:041,6452,-304,18356,11,1252,-438,1
00:19:53:295,2376,476,15008,-1553,1344,-176,0
00:19:53:549,-2132,852,16964,-1323,-1093,-243,1
00:19:53:798,1424,-512,17548,-398,183,260,0
00:19:54:055,-1228,-1464,14312,-237,-1526,-155,0
00:19:54:304,324,-744,12316,-179,-1061,-152,1
00:19:54:552,692,336,16904,75,316,-222,0
00:19:54:808,964,-736,16836,-144,-236,-466,0
00:19:55:060,-184,-592,15300,-80,-847,-518,0
00:19:55:313,-620,-880,19644,-372,190,-366,0
00:19:55:564,424,264,16256,-266,-154,-118,0
00:19:55:818,3124,-2180,19812,-993,1275,-48,1
00:19:56:069,1260,-708,13648,11,-590,-142,0
00:19:56:318,-96,-1596,15880,42,38,-48,0
00:19:56:574,-1728,-680,13796,-201,677,-89,1
00:19:56:825,-568,-316,16104,-10,240,-81,0
00:19:57:078,256,-1108,16772,-277,302,-92,1
00:19:57:330,128,-960,14308,194,-657,-187,0
00:19:57:583,108,-440,13432,-299,396,-122,0
00:19:57:834,136,-700,14800,-37,597,-126,0
00:19:58:087,-412,-124,15476,234,411,-124,0
00:19:58:341,848,-564,13484,-233,1539,-178,1
00:19:58:593,236,208,17008,-500,-1110,-398,1
00:19:58:845,-3104,-764,16848,734,1979,-98,1
00:19:59:094,-124,-28,10124,-441,-280,8,0
00:19:59:350,2256,3408,12960,1050,612,-449,1
00:19:59:602,-816,2100,12540,-274,-357,-30,0
00:19:59:852,792,2028,20488,93,903,-200,1
00:20:00:105,736,80,15592,-376,-587,-183,0
00:20:00:355,0,452,16660,-202,444,-125,0
00:20:00:609,464,-44,16268,-168,714,-77,0
00:20:00:864,-192,-708,16132,-161,295,-119,0
00:20:01:117,-192,-604,16084,-113,160,-102,1
00:20:01:369,-204,-360,15736,-129,108,-109,0
00:20:01:620,-296,-340,15384,-133,109,-97,0
00:20:01:873,-260,-364,15296,-149,97,-130,0
00:20:02:125,-256,-408,15184,-158,89,-142,0
00:20:02:377,-308,-400,15260,-170,84,-133,0
00:20:02:629,-244,-388,15100,-146,79,-137,0
00:20:02:882,-316,-420,15084,-180,41,-118,0
00:20:03:134,-236,-348,15040,-155,67,-116,0
