time,ax,ay,az,gx,gy,gz,sw420
23:58:03:034,²ax,ay,az,gx,gy,gz,sw420
00:31:22:410,-408,-328,15056,-174,66,-119,0
00:31:22:662,-356,-344,15124,-148,73,-117,0
00:31:22:914,-324,-268,14920,-134,80,-124,0
00:31:23:167,-392,-356,14964,-161,66,-120,0
00:31:23:419,-352,-304,15052,-158,54,-125,0
00:31:23:671,-340,-312,14960,-147,64,-141,0
00:31:23:924,-388,-272,14956,-157,47,-120,0
00:31:24:176,-404,-268,14940,-159,44,-139,0
00:31:24:428,-340,-296,15000,-172,84,-122,0
00:31:24:681,-376,-256,14924,-156,65,-113,0
00:31:24:933,-312,-248,15040,-160,53,-105,0
00:31:25:185,-320,-312,14952,-152,65,-123,0
00:31:25:438,-296,-224,15020,-165,68,-114,0
00:31:25:690,-368,-284,14864,-177,71,-112,0
00:31:25:942,-424,-284,15032,-145,87,-133,0
00:31:26:195,-284,-232,15044,-150,87,-124,0
00:31:26:447,-452,-296,14812,-153,61,-107,0
00:31:26:699,-360,-312,14988,-157,60,-125,0
00:31:26:952,-296,-360,15032,-133,59,-127,0
00:31:27:204,-400,-332,14880,-160,76,-129,0
00:31:27:456,-444,-296,14908,-149,56,-135,0
00:31:27:708,-448,-372,14904,-165,53,-123,0
00:31:27:961,-356,-340,15132,-152,65,-119,0
00:31:28:213,-420,-272,15132,-139,73,-123,0
00:31:28:465,-340,-356,14896,-157,68,-124,0
00:31:28:718,-388,-344,14936,-156,78,-115,0
00:31:28:970,-356,-380,14960,-136,80,-129,0
00:31:29:222,-348,-288,14912,-175,82,-133,0
00:31:29:475,-352,-244,15004,-143,74,-132,0
00:31:29:727,-416,-320,14952,-155,91,-112,0
00:31:29:979,-364,-256,14992,-151,80,-119,0
00:31:30:232,-312,-276,14996,-163,92,-115,0
00:31:30:484,-332,-324,15056,-158,69,-107,0
00:31:30:737,-440,-332,15128,-143,60,-123,0
00:31:30:989,-348,-296,15024,-140,66,-137,0
00:31:31:241,-436,-320,15036,-182,79,-112,0
00:31:31:493,-368,-220,14972,-165,67,-117,0
00:31:31:746,-388,-356,15000,-155,70,-113,0
00:31:31:997,-352,-300,15100,-143,53,-98,0
00:31:32:250,-376,-248,15040,-161,86,-119,0
00:31:32:503,-328,-404,14860,-147,63,-110,0
00:31:32:755,-392,-340,15132,-153,55,-127,0
00:31:33:007,-296,-380,14952,-141,56,-105,0
00:31:33:260,-296,-324,14956,-159,63,-131,0
00:31:33:514,-1076,-792,15236,-130,159,-101,0
00:31:33:764,-816,-2224,20712,45,221,-166,0
00:31:34:014,796,-1180,17096,53,601,-83,0
00:31:34:269,-812,-368,10084,-972,20,-198,0
00:31:34:517,-92,904,14332,753,23,-80,0
00:31:34:776,-740,-1456,25248,-489,216,-199,0
00:31:35:028,-2440,2128,13276,271,-1035,-70,0
00:31:35:277,-300,-836,16120,614,601,-60,0
00:31:35:530,-588,-160,15188,-394,69,-146,0
00:31:35:782,-276,-116,14164,-82,60,-109,0
00:31:36:035,-304,-524,15612,-129,66,-129,0
00:31:36:288,-336,-280,14812,-193,82,-130,0
00:31:36:540,-380,-308,14856,-118,62,-117,0
00:31:36:792,-312,-340,15088,-187,56,-119,0
00:31:37:044,-340,-292,15136,-151,84,-117,0
00:31:37:297,-388,-388,14948,-160,97,-101,0
00:31:37:549,-332,-300,14876,-144,69,-101,0
00:31:37:801,-380,-200,15052,-183,75,-134,0
00:31:38:054,-412,-260,15012,-146,50,-121,0
00:31:38:306,-368,-300,14856,-146,57,-126,0
00:31:38:558,-472,-252,15040,-145,53,-112,0
00:31:38:811,-320,-272,15024,-170,54,-120,0
00:31:39:063,-364,-332,14868,-147,78,-111,0
00:31:39:315,-328,-392,14852,-169,67,-119,0
00:31:39:568,-356,-336,14964,-144,79,-126,0
00:31:39:820,-332,-300,14908,-170,74,-121,0
00:31:40:071,-296,-312,14856,-170,66,-95,0
00:31:40:325,-404,-352,15008,-149,74,-121,0
00:31:40:577,-352,-296,14880,-161,66,-115,0
00:31:40:829,-408,-328,14896,-163,70,-119,0
00:31:41:082,-460,-364,15060,-154,58,-102,0
00:31:41:334,-388,-284,14768,-169,65,-112,0
00:31:41:587,-324,-228,15020,-150,50,-129,0
00:31:41:839,-352,-392,15068,-168,99,-131,0
00:31:42:091,-388,-356,15024,-154,90,-127,0
00:31:42:344,-424,-312,14872,-157,66,-134,0
00:31:42:596,-472,-268,14976,-155,74,-110,0
00:31:42:847,-412,-324,14928,-158,70,-81,0
00:31:43:101,-348,-368,14988,-149,75,-112,0
00:31:43:353,-448,-308,14924,-144,72,-116,0
00:31:43:607,-536,644,13208,-1905,-391,-135,0
00:31:43:860,2500,-304,19536,-501,1046,-243,0
00:31:44:111,1448,200,13568,-532,1325,-231,0
00:31:44:360,84,-332,15044,-267,381,-97,0
00:31:44:616,264,-108,17832,-516,-666,-148,0
00:31:44:871,-1864,-1648,15220,-158,-301,-136,0
00:31:45:118,1760,616,7660,-522,595,-122,0
00:31:45:373,1672,-1424,15020,887,-228,-36,0
00:31:45:623,-12,-384,16456,269,497,-101,0
00:31:45:878,-732,432,15848,-189,-197,-131,0
00:31:46:130,316,-2076,18512,-95,-465,-106,0
00:31:46:378,-260,660,12640,15,278,-90,0
00:31:46:634,-540,-496,15400,-240,-26,-117,0
00:31:46:889,-1544,-1124,17484,-328,-203,-77,0
00:31:47:140,-1620,-924,13392,360,-267,-129,0
00:31:47:392,-1280,-416,13636,343,316,-129,0
00:31:47:644,-444,2568,7836,-262,1371,-149,0
00:31:47:896,-1684,-2252,22376,66,-930,-55,0
00:31:48:151,-1340,-1308,17748,-178,-325,-181,0
00:31:48:401,2624,-52,13704,1042,1767,-119,0
00:31:48:655,-5800,-3940,23916,1194,-2536,34,0
00:31:48:904,2776,1596,15732,-226,312,-30,0
00:31:49:159,-1020,-476,11284,-712,620,-142,1
00:31:49:408,188,-608,13824,106,204,-116,0
00:31:49:660,1056,56,10320,494,-99,-125,0
00:31:49:912,-1692,-960,12844,73,16,-102,0
00:31:50:168,-968,-524,15544,-734,-769,-147,0
00:31:50:420,-3384,672,15992,-1010,616,-155,0
00:31:50:671,-372,-824,17428,-280,397,-89,0
00:31:50:925,-1872,1308,9028,-1045,807,-130,0
00:31:51:175,-716,-140,17588,134,682,-100,0
00:31:51:429,-2080,-256,18300,-656,-1,-176,0
00:31:51:683,-1528,-1456,19176,240,-441,-104,0
00:31:51:930,-392,252,16820,277,401,-68,0
00:31:52:182,376,104,13616,70,156,-113,0
00:31:52:437,-456,-296,15740,-240,28,-143,0
00:31:52:690,-908,1016,12600,-641,331,-136,0
00:31:52:942,-564,-1304,17476,909,121,-93,0
00:31:53:193,-868,-624,13452,-41,48,-117,0
00:31:53:445,2308,852,8456,122,1106,-143,0
00:31:53:698,1420,-428,12916,499,437,-132,0
00:31:53:951,-980,-1932,20752,490,-887,61,0
00:31:54:204,1488,-3212,23572,833,546,-153,1
00:31:54:455,396,-120,13368,502,-542,-125,0
00:31:54:708,-2808,424,6000,-867,-500,-83,0
00:31:54:960,828,3512,9824,-821,871,-130,0
00:31:55:211,52,20,15444,-237,-140,-136,0
00:31:55:467,-3240,364,17972,-1097,249,-156,1
00:31:55:716,1760,-444,8548,603,109,-139,0
00:31:55:970,-1552,-332,4376,336,-908,-44,0
00:31:56:225,-1852,-5392,31628,1729,-1429,-9,0
00:31:56:473,-2448,144,9088,-507,33,-118,0
00:31:56:726,2392,932,6336,104,1686,-209,0
00:31:56:979,-220,1292,6108,-131,887,-139,0
00:31:57:233,-1316,120,14028,-182,223,-137,0
00:31:57:486,-1984,-1068,18028,630,-675,-86,0
00:31:57:734,-364,44,15268,-313,72,-120,0
00:31:57:989,-280,-692,16220,-123,74,-129,0
00:31:58:238,944,-56,12892,796,387,-97,0
00:31:58:493,344,-232,18408,-653,188,-148,0
00:31:58:746,-228,-956,14036,154,-474,-79,0
00:31:59:002,-1312,-1520,20248,-150,-789,-109,0
00:31:59:252,-992,-1144,18444,-311,-73,-144,0
00:31:59:503,-728,-120,10492,-163,267,-140,0
00:31:59:756,-1240,-1684,11756,202,-9,-117,0
00:32:00:008,-1628,-396,16180,135,107,-127,0
00:32:00:261,-1452,1856,9684,-379,414,-177,0
00:32:00:512,264,-212,17104,-881,714,-136,0
00:32:00:768,-1824,2392,6616,-1136,1266,-109,0
00:32:01:017,608,-296,13564,-403,639,-123,0
00:32:01:270,-152,-320,16444,-237,207,-101,0
00:32:01:519,2416,920,10572,696,383,-81,0
00:32:01:775,864,-1008,13764,105,1047,-166,0
00:32:02:028,-460,-620,13284,-251,-147,-173,0
00:32:02:282,-1640,-1204,21612,224,-625,-115,0
00:32:02:531,-1604,-228,11444,674,-5,-211,0
00:32:02:785,-1320,408,16588,-492,-168,-160,0
00:32:03:039,-3140,-1876,19640,-549,-919,-95,0
00:32:03:289,788,-296,19124,-1131,505,-197,0
00:32:03:540,-896,992,11060,-516,563,-167,0
00:32:03:789,800,1724,17332,-7,958,-83,0
00:32:04:047,-1440,-2308,18548,32,-328,-106,0
00:32:04:297,88,-116,22144,-678,-286,-174,0
00:32:04:551,-452,1832,11624,-673,150,-127,0
00:32:04:804,-5468,-484,16736,-714,-147,-89,0
00:32:05:054,612,-2196,19588,520,-293,-63,0
00:32:05:306,2172,108,10568,-338,947,-218,0
00:32:05:561,1932,-1440,16940,-85,-727,-136,0
00:32:05:814,-2324,-1764,18832,-660,-784,-76,0
00:32:06:066,-1564,764,21620,-1607,-728,-86,0
00:32:06:317,2668,-720,22956,745,1393,-300,0
00:32:06:568,-168,136,15084,-930,565,-194,0
00:32:06:822,-2576,-724,16784,235,-656,-39,0
00:32:07:076,-2748,-6652,21156,528,-1631,214,0
00:32:07:323,256,-188,13400,69,-389,-93,0
00:32:07:576,676,-176,17788,1204,416,-29,1
00:32:07:831,-1160,-692,7028,-670,275,-100,0
00:32:08:085,-1072,-1872,11504,-146,596,-108,0
00:32:08:335,-872,-1304,18732,485,-815,-55,0
00:32:08:590,-1580,-1072,20744,1393,-1071,44,0
00:32:08:838,172,272,10204,-587,204,-154,0
00:32:09:095,1004,-2492,25932,-288,-731,-183,0
00:32:09:345,-1552,-1028,15352,673,999,-60,0
00:32:09:596,-508,404,15204,-342,242,-139,0
00:32:09:849,-496,-192,14556,-145,46,-128,0
00:32:10:100,-448,-648,15348,-136,3,-130,0
00:32:10:353,-308,-124,14896,-169,82,-134,0
00:32:10:605,-440,-368,14900,-133,68,-135,0
00:32:10:860,-788,-512,13960,-1073,820,-212,0
00:32:11:111,-2620,-24,12764,-563,528,-135,0
00:32:11:364,-2680,-2988,19888,535,-546,-12,0
00:32:11:615,-188,-576,13728,-61,152,-149,0
00:32:11:867,-780,-2104,17756,41,-351,-97,0
00:32:12:121,-1608,-1316,17684,245,-338,-78,0
00:32:12:374,-2284,-780,13404,-134,-640,-80,0
00:32:12:626,-1044,-4400,24952,286,-1478,73,0
00:32:12:877,1780,-500,10580,1439,419,-120,1
00:32:13:131,-5316,-3612,14904,1343,-629,87,0
00:32:13:384,-808,-3688,21860,-341,-530,-156,0
00:32:13:631,372,288,13608,163,-268,-90,0
00:32:13:885,832,144,13796,-553,396,-145,0
00:32:14:141,-4040,-388,10488,-505,-221,-100,0
00:32:14:392,-552,-700,17328,-505,-161,-159,0
00:32:14:644,140,-480,14188,-490,-711,-109,0
00:32:14:893,-268,0,13752,-90,-271,-106,0
00:32:15:146,-460,-484,14424,-9,-99,-118,0
00:32:15:402,-1156,-2160,16196,-74,-148,-99,0
00:32:15:653,-1120,-124,15756,-205,54,-101,1
00:32:15:904,784,-2100,18132,832,-884,-49,0
00:32:16:160,-1412,-644,11708,-530,-664,-143,0
00:32:16:413,-2384,-2212,23932,-730,-654,-112,0
00:32:16:660,240,-92,14132,-279,584,-139,0
00:32:16:913,-532,-908,17720,716,397,-70,0
00:32:17:167,-380,-624,13368,-248,103,-138,0
00:32:17:419,-944,464,13080,-539,430,-136,0
00:32:17:668,8,-124,12476,-646,455,-139,0
00:32:17:922,548,-588,11132,187,-204,-35,0
00:32:18:174,296,424,13444,-615,834,-120,0
00:32:18:425,284,-156,10940,311,97,-143,0
00:32:18:682,1584,1780,12568,-223,1207,-165,0
00:32:18:932,-148,-2388,16884,492,857,-87,0
00:32:19:184,524,1480,14092,-539,296,-165,0
00:32:19:437,-792,-492,15364,119,177,-101,0
00:32:19:689,-348,-368,15704,-47,523,-104,0
00:32:19:941,-648,-348,14136,-233,23,-128,0
00:32:20:195,-348,-296,15128,-118,-69,-143,0
00:32:20:446,-332,-260,15196,-160,76,-113,0
00:32:20:698,-356,-292,14912,-169,85,-131,0
00:32:20:951,-332,-384,14940,-164,47,-128,0
00:32:21:203,-400,-412,14884,-147,75,-115,0
00:32:21:455,-400,-332,15144,-142,71,-104,0
00:32:21:708,-328,-284,15076,-121,65,-137,0
00:32:21:960,-304,-280,14892,-163,43,-115,0
00:32:22:212,-364,-280,14904,-160,56,-128,0
00:32:22:465,-436,-348,14888,-161,55,-119,0
00:32:22:717,-428,-332,15028,-149,59,-103,0
00:32:22:969,-304,-276,15032,-162,87,-135,0
00:32:23:222,-300,-344,14936,-155,80,-147,0
00:32:23:474,-260,-288,14864,-151,92,-107,0
00:32:23:726,-352,-332,15064,-155,63,-106,0
00:32:23:979,-332,-136,14996,-149,54,-125,0
00:32:24:231,-428,-328,14988,-152,91,-122,0
00:32:24:483,-372,-324,14836,-189,58,-111,0
00:32:24:736,-368,-360,14932,-161,58,-118,0
00:32:24:988,-340,-312,15020,-147,39,-117,0
00:32:25:240,-312,-300,14972,-132,97,-117,0
00:32:25:493,-452,-316,14980,-168,56,-122,0
00:32:25:744,-352,-344,14932,-148,56,-99,0
00:32:25:997,-320,-280,14916,-170,69,-122,0
00:32:26:250,-340,-320,14992,-160,73,-102,0
00:32:26:502,-332,-376,15084,-154,64,-111,0
00:32:26:754,-380,-272,14852,-169,66,-128,0
00:32:27:007,-356,-272,14996,-163,55,-133,0
00:32:27:259,-380,-276,14960,-150,84,-153,0
00:32:27:511,-536,-304,14924,-166,79,-117,0
00:32:27:764,-356,-260,14956,-159,61,-121,0
00:32:28:016,-400,-244,14976,-157,70,-135,0
00:32:28:268,-272,-296,15064,-130,60,-122,0
00:32:28:521,-384,-272,15036,-177,65,-131,0
00:32:28:773,-336,-332,14856,-143,72,-122,0
00:32:29:025,-332,-360,14868,-143,78,-117,0
00:32:29:277,-304,-340,14908,-172,64,-119,0
00:32:29:530,-396,-368,14832,-163,46,-126,0
00:32:29:782,-384,-376,15100,-172,57,-118,0
00:32:30:033,-384,-328,14912,-165,82,-93,0
00:32:30:286,-392,-316,14948,-136,52,-93,0
00:32:30:539,-484,-320,14960,-147,79,-113,0
00:32:30:792,-248,-228,14948,-163,80,-136,0
00:32:31:044,-400,-304,15004,-150,68,-123,0
00:32:31:296,-300,-300,14908,-141,109,-98,0
00:32:31:548,-400,-276,15012,-152,82,-132,0
00:32:31:801,-372,-308,14964,-140,67,-128,0
00:32:32:053,-380,-296,15060,-144,90,-120,0
00:32:32:305,-304,-240,15000,-180,43,-110,0
00:32:32:558,-404,-376,15100,-163,48,-127,0
00:32:32:810,-304,-324,14932,-157,73,-114,0
00:32:33:062,-356,-236,14896,-162,72,-113,0
00:32:33:315,-344,-332,14944,-152,54,-125,0
00:32:33:567,-400,-256,14968,-143,58,-128,0
00:32:33:819,-364,-236,14936,-157,69,-132,0
00:32:34:072,-480,-264,15096,-142,79,-109,0
00:32:34:324,-452,-296,14972,-143,76,-127,0
00:32:34:576,-408,-184,15060,-163,49,-135,0
00:32:34:829,-308,-368,14920,-153,46,-138,0
00:32:35:081,-232,-232,14872,-156,61,-125,0
00:32:35:333,-352,-284,15012,-136,68,-142,0
00:32:35:586,-504,-300,15016,-144,76,-102,0
00:32:35:837,-352,-376,15020,-155,67,-98,0
00:32:36:090,-336,-296,14960,-154,84,-134,0
00:32:36:343,-312,-268,15004,-166,81,-119,0
00:32:36:594,-344,-292,14916,-145,83,-95,0
00:32:36:848,-500,-368,15076,-144,42,-123,0
00:32:37:100,-276,-328,14976,-157,58,-117,0
00:32:37:353,-340,-308,14908,-158,103,-132,0
00:32:37:604,-296,-308,14976,-150,90,-128,0
00:32:37:857,-412,-360,15032,-160,68,-119,0
00:32:38:109,-340,-368,14816,-135,60,-129,0
00:32:38:361,-328,-232,14972,-163,48,-105,0
00:32:38:614,-360,-264,15016,-169,67,-113,0
00:32:38:866,-408,-264,14972,-160,62,-108,0
00:32:39:118,-312,-320,15056,-172,55,-120,0
00:32:39:371,-364,-368,14992,-153,75,-109,0
00:32:39:623,-336,-340,14920,-157,56,-124,0
00:32:39:875,-392,-364,14980,-160,77,-114,0
00:32:40:127,-412,-372,14932,-148,72,-120,0
00:32:40:380,-440,-308,15016,-169,58,-110,0
00:32:40:632,-328,-360,15048,-142,66,-115,0
00:32:40:884,-308,-256,15064,-149,81,-116,0
00:32:41:137,-360,-304,14900,-146,61,-139,0
00:32:41:389,-320,-212,15056,-154,55,-110,0
00:32:41:641,-356,-412,14936,-135,67,-143,0
00:32:41:893,-296,-304,15112,-155,56,-97,0
00:32:42:146,-304,-288,15000,-152,57,-139,0
00:32:42:398,-328,-360,14952,-147,53,-134,0
00:32:42:651,-412,-392,14996,-183,67,-101,0
00:32:42:903,-316,-288,14964,-157,76,-110,0
00:32:43:155,-348,-384,15024,-156,68,-97,0
00:32:43:408,-324,-308,15028,-147,70,-114,0
00:32:43:660,-388,-360,15068,-162,97,-102,0
00:32:43:913,-424,-328,15104,-160,53,-110,0
00:32:44:165,-236,-188,14956,-153,76,-109,0
00:32:44:417,-408,-284,15012,-155,72,-124,0
00:32:44:670,-436,-268,14928,-168,67,-151,0
00:32:44:922,-376,-344,15012,-171,88,-127,0
00:32:45:175,-324,-312,14936,-138,81,-126,0
00:32:45:426,-432,-252,15068,-145,50,-96,0
00:32:45:679,-420,-336,15072,-163,73,-102,0
00:32:45:931,-368,-308,15020,-150,75,-136,0
00:32:46:184,-392,-404,14892,-130,76,-127,0
00:32:46:436,-296,-424,14944,-175,65,-120,0
00:32:46:688,-348,-408,14916,-146,61,-128,0
00:32:46:941,-340,-380,14900,-133,49,-118,0
00:32:47:192,-332,-348,14884,-139,54,-88,0
00:32:47:445,-412,-248,15024,-165,64,-118,0
00:32:47:698,-324,-264,14912,-167,87,-137,0
00:32:47:950,-304,-328,14976,-174,59,-128,0
00:32:48:203,-332,-312,15124,-165,87,-112,0
00:32:48:455,-332,-300,14864,-143,66,-121,0
00:32:48:707,-304,-280,14896,-154,64,-110,0
00:32:48:959,-336,-252,15132,-159,65,-112,0
00:32:49:212,-372,-244,14820,-131,67,-101,0
00:32:49:464,-440,-240,15116,-161,57,-110,0
00:32:49:716,-296,-352,14916,-165,79,-113,0
00:32:49:969,-308,-300,14988,-133,57,-116,0
00:32:50:221,-400,-300,14928,-155,67,-131,0
00:32:50:473,-340,-312,14864,-169,94,-110,0
00:32:50:726,-356,-264,14872,-167,65,-119,0
00:32:50:978,-328,-220,15040,-148,52,-127,0
00:32:51:230,-352,-316,14936,-152,59,-108,0
00:32:51:483,-304,-348,14964,-145,64,-137,0
00:32:51:735,-400,-284,14956,-158,89,-114,0
00:32:51:987,-356,-384,15096,-142,50,-118,0
00:32:52:240,-400,-336,14916,-150,67,-117,0
00:32:52:492,-408,-380,15064,-142,49,-117,0
00:32:52:744,-392,-308,15152,-162,71,-116,0
00:32:52:996,-320,-400,15076,-130,66,-119,0
00:32:53:249,-428,-332,14952,-169,64,-106,0
00:32:53:501,-312,-292,14892,-157,88,-127,0
00:32:53:753,-324,-300,14916,-140,83,-144,0
00:32:54:006,-320,-324,14924,-145,72,-112,0
00:32:54:258,-376,-332,14944,-164,59,-115,0
00:32:54:510,-320,-420,14928,-154,47,-121,0
00:32:54:763,-344,-356,14992,-139,70,-116,0
00:32:55:015,-336,-376,14984,-155,60,-132,0
00:32:55:267,-364,-308,15012,-142,69,-117,0
00:32:55:520,-288,-412,14796,-156,75,-105,0
00:32:55:772,-252,-340,14992,-143,64,-103,0
00:32:56:024,-284,-332,14940,-138,68,-118,0
00:32:56:277,-308,-324,15000,-161,49,-110,0
00:32:56:530,-432,-308,14892,-151,62,-129,0
00:32:56:782,-348,-224,15052,-161,75,-124,0
00:32:57:034,-368,-428,15192,-154,70,-116,0
00:32:57:286,-348,-372,14928,-163,64,-117,0
00:32:57:539,-336,-408,14892,-149,63,-109,0
00:32:57:791,-456,-316,15164,-159,86,-129,0
00:32:58:043,-344,-352,15044,-135,77,-111,0
00:32:58:296,-388,-252,14896,-156,68,-117,0
00:32:58:548,-356,-304,15036,-143,73,-107,0
00:32:58:800,-360,-372,15020,-151,53,-117,0
00:32:59:054,-412,-280,14964,-155,109,-129,0
00:32:59:305,-372,-408,14836,-169,77,-105,0
00:32:59:557,-400,-248,15124,-164,62,-124,0
00:32:59:810,-364,-300,14940,-158,66,-123,0
00:33:00:062,-384,-308,14972,-160,71,-111,0
00:33:00:314,-316,-332,14980,-146,81,-120,0
00:33:00:567,-284,-364,15004,-158,57,-122,0
00:33:00:819,-284,-376,14856,-155,89,-124,0
00:33:01:071,-384,-364,15096,-180,53,-132,0
00:33:01:324,-372,-264,14932,-148,86,-128,0
00:33:01:576,-324,-316,14876,-159,68,-123,0
00:33:01:828,-376,-396,14928,-153,46,-125,0
00:33:02:081,-356,-304,14952,-160,62,-103,0
00:33:02:335,-292,-672,14576,-390,-191,-147,0
00:33:02:587,-276,-776,14192,-180,-20,-109,0
00:33:02:837,-584,172,12664,-200,909,-63,0
00:33:03:090,-188,-1148,15044,0,-690,-191,0
00:33:03:342,-612,140,13572,-288,448,-104,0
00:33:03:595,-1264,852,14020,-230,-17,-55,0
00:33:03:851,-2584,-7340,11832,-860,-195,-539,0
00:33:04:102,-1800,8512,11716,657,-1647,-113,0
00:33:04:352,-444,-648,16180,-72,307,-106,0
00:33:04:605,-240,-876,13892,-58,-344,-140,0
00:33:04:857,-420,-644,15280,-151,177,-108,0
00:33:05:111,-1988,-8160,9784,-2040,4437,28,0
00:33:05:361,-976,9396,10064,-34,-398,-73,0
00:33:05:614,-448,-112,14860,-438,-509,-88,0
00:33:05:866,-288,-72,15480,-248,-952,-95,0
00:33:06:118,-424,-248,15668,-89,-20,-116,0
00:33:06:370,-452,68,14144,-111,-181,-116,0
00:33:06:624,-452,-760,15156,-168,120,-138,0
00:33:06:877,-396,-132,15728,-113,-252,-125,0
00:33:07:127,-576,480,17360,-227,487,-142,0
00:33:07:381,-536,-244,14724,-164,610,-129,0
00:33:07:632,-632,-336,16620,-186,593,-94,0
00:33:07:884,-700,-544,15800,-184,32,-126,0
00:33:08:136,-376,-520,15132,-156,13,-145,0
00:33:08:390,-484,-196,14968,-161,183,-121,0
00:33:08:640,-556,-312,14760,-98,42,-100,0
00:33:08:892,-780,608,16040,-37,149,-123,0
00:33:09:147,-360,-304,14472,-128,248,-137,0
00:33:09:399,1452,-408,13432,-274,850,-631,0
00:33:09:647,224,708,12580,246,126,-72,1
00:33:09:906,-1104,1724,15472,213,-1153,-114,0
00:33:10:160,-1536,-1432,15884,-361,-148,-225,0
00:33:10:411,1192,-2028,11888,-1536,870,-327,1
00:33:10:660,-124,1876,14896,-112,-4,-107,0
00:33:10:913,-872,-352,14688,-138,306,-58,0
00:33:11:167,-772,2536,14984,180,-1166,-139,0
00:33:11:418,564,-2748,8212,-1866,632,-210,1
00:33:11:669,-492,928,13348,-263,672,-157,0
00:33:11:923,-860,-324,15300,-28,-226,-234,1
00:33:12:175,-108,-208,16044,-217,362,-108,0
00:33:12:427,-300,-160,14888,-159,96,-137,0
00:33:12:679,-468,-724,15388,-16,312,-107,0
00:33:12:931,-468,756,14964,-263,234,-160,0
00:33:13:185,-436,-1180,14768,-77,147,-120,0
00:33:13:435,-340,380,14260,-173,61,-130,0
00:33:13:687,-268,1344,13748,-73,26,-113,1
00:33:13:942,-396,236,14888,-126,-245,-133,0
00:33:14:195,-288,-764,15944,-278,1567,-121,1
00:33:14:446,-184,-2504,13088,-30,1215,-98,0
00:33:14:697,-300,4404,18080,231,194,-115,1
00:33:14:947,2488,-5004,13688,842,27,9,0
00:33:15:201,3152,3036,17184,470,336,-74,0
00:33:15:454,-300,-40,17152,-225,211,-126,0
00:33:15:706,-596,-100,14752,-230,4,-130,0
00:33:15:963,3132,-2444,16756,-1261,2541,-448,1
00:33:16:211,-2636,-2664,20004,-96,-529,1,0
00:33:16:463,-400,372,13564,-285,30,-124,0
00:33:16:716,-1384,5584,9144,-272,3305,82,1
00:33:16:966,64,732,5692,-430,-1515,541,0
00:33:17:222,-512,-664,15692,-165,113,-115,0
00:33:17:475,-824,-572,13752,-388,-324,-139,1
00:33:17:728,-3016,6792,16176,-208,-19,-189,1
00:33:17:980,-952,-452,16012,-793,-933,-150,0
00:33:18:228,5656,1028,32767,885,158,40,0
00:33:18:479,240,148,14676,-93,401,-82,0
00:33:18:734,-496,-80,14964,-205,30,-112,0
00:33:18:986,-536,-176,15180,-155,9,-117,0
00:33:19:241,-284,-544,14568,-119,-397,-110,0
00:33:19:493,-412,-11916,11336,140,3700,93,1
00:33:19:748,-5884,-5144,3672,-2311,1810,-568,1
00:33:19:997,832,-1080,11952,-217,1162,-75,0
00:33:20:250,-340,-520,16072,-260,246,-134,0
00:33:20:501,-392,616,16632,-20,-170,-103,0
00:33:20:754,568,-1108,13972,-255,649,-230,0
00:33:21:006,-612,-560,15792,-214,36,-116,1
00:33:21:259,-480,116,13520,-167,-319,-144,1
00:33:21:508,-404,684,17324,-90,331,-98,0
00:33:21:764,-408,-196,14460,-127,161,-112,0
00:33:22:015,-212,-652,14084,-343,540,-75,0
00:33:22:267,-544,-600,15976,-223,458,-98,1
00:33:22:520,-280,-824,16016,-66,605,-198,0
00:33:22:775,-1644,-4640,-576,-580,3810,-390,1
00:33:23:025,-828,-788,14468,-243,240,-147,0
00:33:23:277,-704,-408,15404,-134,29,-114,0
00:33:23:529,-680,-64,15056,-166,134,-135,0
00:33:23:787,-1420,-1704,12028,-267,-1259,-173,0
00:33:24:036,-204,1088,16908,1924,-2869,-83,1
00:33:24:288,-908,11880,3080,-2987,878,-109,1
00:33:24:538,-748,-44,15444,-60,487,-133,1
00:33:24:791,336,-2740,10296,-205,482,-65,1
00:33:25:043,144,-12844,-288,-289,-305,55,1
00:33:25:298,228,-6188,29120,-695,-1035,-37,1
00:33:25:548,-768,-804,16956,-200,-2,-127,0
00:33:25:800,-780,204,13736,-131,250,-129,0
00:33:26:055,-388,-420,15944,-251,-105,-116,1
00:33:26:305,-396,-2836,9820,-670,348,-50,0
00:33:26:556,272,716,8060,228,-1334,-162,0
00:33:26:810,-780,-732,15304,-156,80,-114,0
00:33:27:063,-560,480,20168,-578,1071,-127,0
00:33:27:313,380,-1140,7440,925,1829,-65,0
00:33:27:568,-556,-576,13544,-408,-102,-97,1
00:33:27:818,-816,-564,18572,-47,811,-52,0
00:33:28:072,-800,-604,15292,-144,-28,-125,0
00:33:28:321,-636,420,14880,-160,99,-98,0
00:33:28:577,-12,-1356,13760,-750,196,-151,0
00:33:28:827,-464,496,16080,-28,569,-139,0
00:33:29:082,-992,-664,11532,-193,336,-137,0
00:33:29:336,-120,-1384,14664,-739,-1501,-86,0
00:33:29:589,-8348,8640,15508,111,-1945,-1013,0
00:33:29:838,144,-4804,9128,-600,134,-136,0
00:33:30:092,-7088,7424,32767,1579,1252,133,0
00:33:30:344,-504,-1124,15876,-134,354,-135,0
00:33:30:597,-1100,40,17008,-140,-1166,-345,0
00:33:30:847,-668,156,14752,-244,217,-128,0
00:33:31:100,-892,-3060,18464,-15,434,-142,0
00:33:31:354,-220,-1764,19496,-770,912,-136,0
