sample_id,RMS,Std,Kurtosis,Skewness,Crest_Factor,Shape_Factor,Energy,AR1,AR2,AR_Residual_Std,Corr_XZ,Corr_YZ,Band1_Energy,Band2_Energy,Band3_Energy,Band4_Energy,Spectral_Centroid,Spectral_Entropy
440,400.9808454139549,391.36402172402103,-0.6778436785883737,-0.33293185501040756,1.5441094183954198,1.3071465962854374,12862851.071111199,0.15384119697252224,-0.00612049310287027,382.28214506449586,-0.539290476129456,-0.6613851650898681,0.2860431503643707,0.30529746100753435,0.19844119174841804,0.21021819687967686,0.9145853099171912,3.3634803962734754
480,343.63448256670927,339.88989025859536,-0.1339499509566302,-0.22412220393499513,1.8017932757363009,1.3885553689446708,9446772.6087112,-0.02637793694909484,-0.04739808883050628,339.178251777079,-0.3380426406205175,-0.5808334671703609,0.22168152502886226,0.30186741040655746,0.23287097733550108,0.24358008722907906,0.9860205302425578,3.4375686726308383
520,294.88754698849186,287.177257978413,0.7713796851393768,-0.13233266137656305,2.099642071436652,1.473101135040608,6956693.2295111995,-0.12363155991159275,0.3059631547294523,273.8981260986073,-0.18811986299176336,-0.6030937647895445,0.2928296625764011,0.15664018418922163,0.11028604897444387,0.4402441042599333,1.019174503718333,3.2455634591165587
560,220.14431155242235,205.0581320016351,3.7032281233588984,0.24689521046226182,2.812511009862185,1.6124390457370736,3877081.4327112,-0.10887310392901368,0.3272811572219092,197.85921044570958,-0.40163496516901914,-0.5345236356852955,0.34585259644394045,0.13532014385625202,0.1308234465627596,0.38800381313704785,1.0201273918416516,3.0153619735460553
600,94.49944385492435,73.17853168792061,0.06667506143416357,-0.1265778213283389,2.3792912511203697,1.2267241926434564,714411.5911111999,0.34338633666239904,0.2026236061231586,79.66243337288712,-0.15632864652402592,0.09269543314191858,0.664236202399807,0.12746311091684762,0.12704804516395532,0.0812526415193901,0.8081191307283638,2.144257539199212
679,90.96624873484672,66.00861686174011,-0.3759567913239117,-0.3098694722572648,2.295815238116649,1.1662772449660803,661988.6727112001,0.2776580465477839,0.3241006754885862,72.42871315299243,-0.19461386803171896,0.042537139194219496,0.7065022546444287,0.11322403167326343,0.08334489902760323,0.09692881465470464,0.8292901695897875,1.861648872392775
719,94.99961236178808,76.22976780759599,-0.11077346557349221,-0.17812933595822042,2.703607873910017,1.1712017616138655,721994.1079112,0.2647623346086555,0.18068669813854724,83.39545997604,0.03675944436000816,0.17081549859347817,0.5981096732420632,0.15856920557211726,0.1316117485288237,0.11170937265699585,0.8575934753629771,2.224390148255042
759,128.16675161245993,127.00173227165052,3.8142966826047475,-1.2646430813446454,4.269112645173574,1.3549803183494131,1314137.2975112,0.04355372373029275,0.19256879818489794,126.35572430000632,-0.21696675107288307,-0.3747691767759683,0.2803033336513,0.23254487488686257,0.211847306425347,0.27530448503649035,0.9474521819465135,3.2030052029329514
799,134.91354446048032,133.9444287755187,2.8056685019439342,-1.1128831389746947,4.055621710834759,1.3642874598832075,1456133.1583111999,0.004162207294432456,0.2987900728543988,128.73911288146985,-0.013610148171299942,-0.4755746771640851,0.2759800510137407,0.24181056727986527,0.1412836087131361,0.340925772993258,0.9694752776675047,3.2381506041519676
839,106.52430121286879,86.12303698778858,1.5756873433558036,-0.6210888688941802,2.5613094560885314,1.2500189729276128,907794.1399112,0.1644659794335995,0.4082171780948773,85.28735058302682,0.5002129706911328,-0.06664193751950705,0.6304251244829806,0.0947315501803082,0.0667919693021905,0.20805135603452085,0.8644352369468522,2.2432872011736844
879,96.82571863348085,77.31298403243792,-0.6004126036636803,0.014845639823219757,2.115571181817775,1.245940828683877,750017.5831112,0.262673633166542,0.24559421709739998,84.01242866814302,0.04848671375988302,-0.11932533718960237,0.6325730026786565,0.13079369131237245,0.11114278869984796,0.12549051730912297,0.8507259285584985,2.245028059755781
919,310.8772189448593,306.35339071079335,0.5568738020097572,-0.32666793559842305,1.9916489928122454,1.466730537631815,7731571.6207112,0.08252143043161035,-0.123520367789133,306.24093565730436,-0.7243951123766085,-0.8361889597681517,0.22885586211768894,0.2996579013571409,0.24583262215651788,0.22565361436865236,0.9474993000399901,3.364457277876959
959,412.98688981478574,407.6235395558014,-0.8573585549555771,-0.3986545419095497,1.4992202301567663,1.2456748068257824,13644653.692711199,0.10325640279811056,-0.29390258628280463,385.6858654276635,-0.45292946453445143,-0.807640786574323,0.19941330582083502,0.33733124036319984,0.2982720442455263,0.16498340957043875,0.9217233885071303,3.1662786152691265
999,389.9613737011526,389.5155452610332,-0.770966888237183,-0.3013118169007491,1.587742637490897,1.3038978888011912,12165589.8383112,-0.06804313476847919,-0.15699980700306485,387.70530860022075,-0.08223411034135669,-0.7827210964417172,0.1721522615658049,0.28044572784518423,0.27254067400274257,0.2748613365862683,1.0149939638178955,3.3195172988358896
